회사명,거래소코드,회계년도,자산(*)(IFRS연결),자본(*)(IFRS연결)
(주)카프로,006380,2017/12,,
(주)카프로,006380,2018/12,,
(주)카프로,006380,2019/12,,
(주)카프로,006380,2020/12,,
(주)캐로스,260490,2013/12,,
(주)캐로스,260490,2014/12,,
(주)캐로스,260490,2015/12,,
(주)캐로스,260490,2016/12,,
(주)캐리소프트,317530,2016/12,,
(주)캐리소프트,317530,2017/12,,
(주)캐리소프트,317530,2018/12,12204260,2364449
(주)캐리소프트,317530,2019/12,21133741,17750178
(주)캐리소프트,317530,2020/12,18551830,13643297
(주)캐스텍코리아,071850,2011/12,194042488,63075257
(주)캐스텍코리아,071850,2012/12,184758266,67510158
(주)캐스텍코리아,071850,2013/12,200815407,76442349
(주)캐스텍코리아,071850,2014/12,208916770,97605178
(주)캐스텍코리아,071850,2015/12,229525463,105044969
(주)캐스텍코리아,071850,2016/12,243371092,109089571
(주)캐스텍코리아,071850,2017/12,261098687,107136525
(주)캐스텍코리아,071850,2018/12,290374346,125875541
(주)캐스텍코리아,071850,2019/12,292991021,121718304
(주)캐스텍코리아,071850,2020/12,251347372,101405014
(주)캠시스,050110,2011/12,124662007,79089229
(주)캠시스,050110,2012/12,158755302,73341259
(주)캠시스,050110,2013/12,225439735,87801543
(주)캠시스,050110,2014/12,243011788,93046882
(주)캠시스,050110,2015/12,258329414,99129758
(주)캠시스,050110,2016/12,255517072,89149181
(주)캠시스,050110,2017/12,256174816,65676783
(주)캠시스,050110,2018/12,323293107,102378176
(주)캠시스,050110,2019/12,432593959,132235387
(주)캠시스,050110,2020/12,329123526,121476022
(주)컴투스,078340,2011/12,75253802,70004526
(주)컴투스,078340,2012/12,100424365,91148753
(주)컴투스,078340,2013/12,118273996,107900243
(주)컴투스,078340,2014/12,249689387,210577306
(주)컴투스,078340,2015/12,582147905,509006126
(주)컴투스,078340,2016/12,711986084,634982805
(주)컴투스,078340,2017/12,838310852,760931368
(주)컴투스,078340,2018/12,909300696,844496535
(주)컴투스,078340,2019/12,1004978011,925443474
(주)컴투스,078340,2020/12,1049132498,977108084
(주)컴투스홀딩스,063080,2011/12,77893415,68284539
(주)컴투스홀딩스,063080,2012/12,99383970,90756741
(주)컴투스홀딩스,063080,2013/12,179245827,166523996
(주)컴투스홀딩스,063080,2014/12,226440965,193664165
(주)컴투스홀딩스,063080,2015/12,331942511,212407193
(주)컴투스홀딩스,063080,2016/12,327582214,236378676
(주)컴투스홀딩스,063080,2017/12,338029216,244476747
(주)컴투스홀딩스,063080,2018/12,354106374,243896067
(주)컴투스홀딩스,063080,2019/12,399323374,254835249
(주)컴투스홀딩스,063080,2020/12,432965661,278826566
(주)케미메디,205290,2014/12,,
(주)케미메디,205290,2015/12,,
(주)케미메디,205290,2016/12,,
(주)케미메디,205290,2017/12,,
(주)케미메디,205290,2018/12,,
(주)케스피온,079190,2011/12,66510911,35009646
(주)케스피온,079190,2012/12,77206051,32207750
(주)케스피온,079190,2013/12,,
(주)케스피온,079190,2014/12,105448478,37233643
(주)케스피온,079190,2015/12,106282803,43904479
(주)케스피온,079190,2016/12,107043378,44386745
(주)케스피온,079190,2017/12,110999149,52296858
(주)케스피온,079190,2018/12,87298957,29825398
(주)케스피온,079190,2019/12,49571438,29852053
(주)케스피온,079190,2020/12,53997157,28154296
(주)케어랩스,263700,2016/12,,
(주)케어랩스,263700,2017/12,39819882,26872078
(주)케어랩스,263700,2018/12,124608857,64018707
(주)케어랩스,263700,2019/12,127113197,67471733
(주)케어랩스,263700,2020/12,131934970,103218074
(주)케어젠,214370,2011/12,,
(주)케어젠,214370,2012/12,,
(주)케어젠,214370,2013/12,,
(주)케어젠,214370,2014/12,,
(주)케어젠,214370,2015/12,,
(주)케어젠,214370,2016/12,230681995,219701068
(주)케어젠,214370,2017/12,221822603,210396997
(주)케어젠,214370,2018/12,218938148,204671677
(주)케어젠,214370,2019/12,231847041,216876079
(주)케어젠,214370,2020/12,216556146,205242119
(주)케이비지,318000,2011/12,,
(주)케이비지,318000,2012/12,,
(주)케이비지,318000,2013/12,,
(주)케이비지,318000,2014/12,,
(주)케이비지,318000,2015/12,,
(주)케이비지,318000,2016/12,,
(주)케이비지,318000,2017/12,,
(주)케이비지,318000,2018/12,,
(주)케이비지,318000,2019/12,,
(주)케이비지,318000,2020/12,,
(주)케이사인,192250,2013/12,,
(주)케이사인,192250,2014/12,45455854,38895207
(주)케이사인,192250,2015/12,53622665,48187136
(주)케이사인,192250,2016/12,77613827,53104781
(주)케이사인,192250,2017/12,73192849,48413435
(주)케이사인,192250,2018/12,70392703,52037326
(주)케이사인,192250,2019/12,66893962,56179057
(주)케이사인,192250,2020/12,75959295,64206619
(주)케이씨,029460,2011/12,252532666,200106196
(주)케이씨,029460,2012/12,238289794,207792286
(주)케이씨,029460,2013/12,305909308,240368189
(주)케이씨,029460,2014/12,352438882,262724733
(주)케이씨,029460,2015/12,403859116,302854889
(주)케이씨,029460,2016/12,472905030,340100957
(주)케이씨,029460,2017/12,376126457,247672050
(주)케이씨,029460,2018/12,572109826,414605508
(주)케이씨,029460,2019/12,680451758,507285100
(주)케이씨,029460,2020/12,873398777,658991280
(주)케이씨씨,002380,2011/12,7342270308,5025481558
(주)케이씨씨,002380,2012/12,6823989638,4961901908
(주)케이씨씨,002380,2013/12,7051729096,5093254869
(주)케이씨씨,002380,2014/12,8654534051,6229307774
(주)케이씨씨,002380,2015/12,8668411154,5868653488
(주)케이씨씨,002380,2016/12,9162368432,5966925432
(주)케이씨씨,002380,2017/12,9543776838,5866256798
(주)케이씨씨,002380,2018/12,8965418419,5741346635
(주)케이씨씨,002380,2019/12,9382221503,4453226856
(주)케이씨씨,002380,2020/12,12347572328,5245995002
(주)케이씨씨건설,021320,2011/12,1122535084,419505672
(주)케이씨씨건설,021320,2012/12,1079961586,422470768
(주)케이씨씨건설,021320,2013/12,1117763492,280025279
(주)케이씨씨건설,021320,2014/12,1129961182,385841609
(주)케이씨씨건설,021320,2015/12,838081524,298860750
(주)케이씨씨건설,021320,2016/12,902760270,310017288
(주)케이씨씨건설,021320,2017/12,942080848,338134767
(주)케이씨씨건설,021320,2018/12,969157830,353617882
(주)케이씨씨건설,021320,2019/12,,
(주)케이씨씨건설,021320,2020/12,,
(주)케이씨씨글라스,344820,2020/12,,
(주)케이씨아이,036670,2011/12,,
(주)케이씨아이,036670,2012/12,,
(주)케이씨아이,036670,2013/12,,
(주)케이씨아이,036670,2014/12,,
(주)케이씨아이,036670,2015/12,,
(주)케이씨아이,036670,2016/12,,
(주)케이씨아이,036670,2017/12,,
(주)케이씨아이,036670,2018/12,,
(주)케이씨아이,036670,2019/12,,
(주)케이씨아이,036670,2020/12,,
(주)케이씨에스,115500,2011/12,,
(주)케이씨에스,115500,2012/12,,
(주)케이씨에스,115500,2013/12,,
(주)케이씨에스,115500,2014/12,,
(주)케이씨에스,115500,2015/12,,
(주)케이씨에스,115500,2016/12,,
(주)케이씨에스,115500,2017/12,,
(주)케이씨에스,115500,2018/12,,
(주)케이씨에스,115500,2019/12,,
(주)케이씨에스,115500,2020/12,,
(주)케이씨텍,281820,2017/12,,
(주)케이씨텍,281820,2018/12,,
(주)케이씨텍,281820,2019/12,,
(주)케이씨텍,281820,2020/12,,
(주)케이씨티,089150,2011/12,,
(주)케이씨티,089150,2012/12,,
(주)케이씨티,089150,2013/12,,
(주)케이씨티,089150,2014/12,,
(주)케이씨티,089150,2015/12,,
(주)케이씨티,089150,2016/12,,
(주)케이씨티,089150,2017/12,,
(주)케이씨티,089150,2018/12,,
(주)케이씨티,089150,2019/12,,
(주)케이씨티,089150,2020/12,,
(주)케이씨티시,009070,2011/12,272587475,148377731
(주)케이씨티시,009070,2012/12,295561993,148103452
(주)케이씨티시,009070,2013/12,304139270,152315382
(주)케이씨티시,009070,2014/12,333591386,164964036
(주)케이씨티시,009070,2015/12,363554474,172021197
(주)케이씨티시,009070,2016/12,342137467,178530327
(주)케이씨티시,009070,2017/12,370846592,184377232
(주)케이씨티시,009070,2018/12,376041366,189643067
(주)케이씨티시,009070,2019/12,424339574,197321263
(주)케이씨티시,009070,2020/12,441446351,209295814
(주)케이씨피드,025880,2011/12,81240263,46765169
(주)케이씨피드,025880,2012/12,110047372,48988840
(주)케이씨피드,025880,2013/12,105049068,49451012
(주)케이씨피드,025880,2014/12,123114940,46554487
(주)케이씨피드,025880,2015/12,99714046,44140243
(주)케이씨피드,025880,2016/12,106278382,52101914
(주)케이씨피드,025880,2017/12,105511178,58621331
(주)케이씨피드,025880,2018/12,105192756,59351785
(주)케이씨피드,025880,2019/12,101474747,52446555
(주)케이씨피드,025880,2020/12,101408843,53207380
(주)케이아이엔엑스,093320,2011/12,32515059,30373688
(주)케이아이엔엑스,093320,2012/12,36721776,34468118
(주)케이아이엔엑스,093320,2013/12,42421760,39836015
(주)케이아이엔엑스,093320,2014/12,47792241,45043374
(주)케이아이엔엑스,093320,2015/12,52405870,49326695
(주)케이아이엔엑스,093320,2016/12,60245919,55012575
(주)케이아이엔엑스,093320,2017/12,65275232,58738875
(주)케이아이엔엑스,093320,2018/12,77159848,70441024
(주)케이아이엔엑스,093320,2019/12,104862166,84552669
(주)케이아이엔엑스,093320,2020/12,142751143,113057449
(주)케이에스에스해운,044450,2011/12,290211266,133663450
(주)케이에스에스해운,044450,2012/12,309112196,137320751
(주)케이에스에스해운,044450,2013/12,339056173,160754932
(주)케이에스에스해운,044450,2014/12,,
(주)케이에스에스해운,044450,2015/12,545679903,212129704
(주)케이에스에스해운,044450,2016/12,647988184,236009707
(주)케이에스에스해운,044450,2017/12,904763003,227384051
(주)케이에스에스해운,044450,2018/12,902632631,249394910
(주)케이에스에스해운,044450,2019/12,957238169,280999714
(주)케이에스에스해운,044450,2020/12,1069527678,268856001
(주)케이에스피,073010,2011/12,,
(주)케이에스피,073010,2012/12,,
(주)케이에스피,073010,2013/12,,
(주)케이에스피,073010,2014/12,,
(주)케이에스피,073010,2015/12,,
(주)케이에스피,073010,2016/12,,
(주)케이에스피,073010,2017/12,,
(주)케이에스피,073010,2018/12,,
(주)케이에스피,073010,2019/12,,
(주)케이에스피,073010,2020/12,,
(주)케이에이치바텍,060720,2011/12,366215887,195608756
(주)케이에이치바텍,060720,2012/12,404287963,188350675
(주)케이에이치바텍,060720,2013/12,444121495,245330625
(주)케이에이치바텍,060720,2014/12,576287266,266393397
(주)케이에이치바텍,060720,2015/12,455395701,281846117
(주)케이에이치바텍,060720,2016/12,414589389,250845169
(주)케이에이치바텍,060720,2017/12,320081206,208559262
(주)케이에이치바텍,060720,2018/12,298635096,174397771
(주)케이에이치바텍,060720,2019/12,283444245,184506428
(주)케이에이치바텍,060720,2020/12,294887205,175216908
(주)케이에이치필룩스,033180,2011/12,89953531,56175773
(주)케이에이치필룩스,033180,2012/12,88648355,56729257
(주)케이에이치필룩스,033180,2013/12,94998300,60492128
(주)케이에이치필룩스,033180,2014/12,101016572,65546373
(주)케이에이치필룩스,033180,2015/12,104529556,67110953
(주)케이에이치필룩스,033180,2016/12,165553887,79428701
(주)케이에이치필룩스,033180,2017/12,191797206,93718672
(주)케이에이치필룩스,033180,2018/12,304126673,160029734
(주)케이에이치필룩스,033180,2019/12,416767817,272384633
(주)케이에이치필룩스,033180,2020/12,383138673,270002467
(주)케이엑스이노베이션,122450,2011/12,71245572,62355034
(주)케이엑스이노베이션,122450,2012/12,106403460,68748439
(주)케이엑스이노베이션,122450,2013/12,125097900,87070347
(주)케이엑스이노베이션,122450,2014/12,132580151,98023910
(주)케이엑스이노베이션,122450,2015/12,169539835,139439817
(주)케이엑스이노베이션,122450,2016/12,393379483,276591210
(주)케이엑스이노베이션,122450,2017/12,537109638,394421919
(주)케이엑스이노베이션,122450,2018/12,716153058,464795029
(주)케이엑스이노베이션,122450,2019/12,747993901,492855424
(주)케이엑스이노베이션,122450,2020/12,792876135,426857883
(주)케이엑스하이텍,052900,2011/12,81709778,32889679
(주)케이엑스하이텍,052900,2012/12,75673705,32879499
(주)케이엑스하이텍,052900,2013/12,68727109,6439853
(주)케이엑스하이텍,052900,2014/12,54449238,36056340
(주)케이엑스하이텍,052900,2015/12,49704385,37059236
(주)케이엑스하이텍,052900,2016/12,63404547,48519732
(주)케이엑스하이텍,052900,2017/12,65717628,51950636
(주)케이엑스하이텍,052900,2018/12,76991502,65641391
(주)케이엑스하이텍,052900,2019/12,75446942,63665268
(주)케이엑스하이텍,052900,2020/12,100337132,76373617
(주)케이엔더블유,105330,2011/12,54713195,35973989
(주)케이엔더블유,105330,2012/12,51722344,33055792
(주)케이엔더블유,105330,2013/12,51732118,33533214
(주)케이엔더블유,105330,2014/12,62961813,41579753
(주)케이엔더블유,105330,2015/12,65280726,42121473
(주)케이엔더블유,105330,2016/12,68208330,41043772
(주)케이엔더블유,105330,2017/12,68884489,37440700
(주)케이엔더블유,105330,2018/12,69366058,39564557
(주)케이엔더블유,105330,2019/12,67088750,33520409
(주)케이엔더블유,105330,2020/12,76120722,43591543
(주)케이엔씨글로벌,068150,2011/12,,
(주)케이엔씨글로벌,068150,2012/12,35364694,19807376
(주)케이엔씨글로벌,068150,2013/12,37149007,20318770
(주)케이엔씨글로벌,068150,2014/12,43022769,15525703
(주)케이엔씨글로벌,068150,2015/12,45125502,23597929
(주)케이엔엔,058400,2011/12,155674579,138125912
(주)케이엔엔,058400,2012/12,189176353,161400069
(주)케이엔엔,058400,2013/12,181791303,168969538
(주)케이엔엔,058400,2014/12,184616133,171705396
(주)케이엔엔,058400,2015/12,189932202,174920085
(주)케이엔엔,058400,2016/12,198501635,178164386
(주)케이엔엔,058400,2017/12,202687243,185352466
(주)케이엔엔,058400,2018/12,206896822,190994520
(주)케이엔엔,058400,2019/12,210159420,196314009
(주)케이엔엔,058400,2020/12,213817506,199906920
(주)케이엔제이,272110,2011/12,,
(주)케이엔제이,272110,2012/12,,
(주)케이엔제이,272110,2013/12,,
(주)케이엔제이,272110,2014/12,,
(주)케이엔제이,272110,2015/12,,
(주)케이엔제이,272110,2016/12,,
(주)케이엔제이,272110,2017/12,31963606,5040383
(주)케이엔제이,272110,2018/12,52957043,7054950
(주)케이엔제이,272110,2019/12,58574248,26820521
(주)케이엔제이,272110,2020/12,72664630,21896669
(주)케이엘넷,039420,2011/12,,
(주)케이엘넷,039420,2012/12,,
(주)케이엘넷,039420,2013/12,37150813,26495649
(주)케이엘넷,039420,2014/12,36796394,28665582
(주)케이엘넷,039420,2015/12,38095730,30558726
(주)케이엘넷,039420,2016/12,40441731,31541438
(주)케이엘넷,039420,2017/12,39556614,33814658
(주)케이엘넷,039420,2018/12,41961871,35401989
(주)케이엘넷,039420,2019/12,44863627,36453134
(주)케이엘넷,039420,2020/12,46317089,39576836
(주)케이엠,083550,2011/12,100847188,61288189
(주)케이엠,083550,2012/12,101651897,61423083
(주)케이엠,083550,2013/12,100995882,63091943
(주)케이엠,083550,2014/12,97622372,65478386
(주)케이엠,083550,2015/12,103097340,71727462
(주)케이엠,083550,2016/12,97539750,73459463
(주)케이엠,083550,2017/12,101216849,75207305
(주)케이엠,083550,2018/12,116122560,78320112
(주)케이엠,083550,2019/12,132219693,84437633
(주)케이엠,083550,2020/12,171848142,115706571
(주)케이엠더블유,032500,2011/12,206931142,13409549
(주)케이엠더블유,032500,2012/12,235095722,47993076
(주)케이엠더블유,032500,2013/12,250897784,86971400
(주)케이엠더블유,032500,2014/12,295509018,101869512
(주)케이엠더블유,032500,2015/12,320605508,59695599
(주)케이엠더블유,032500,2016/12,208300054,45563190
(주)케이엠더블유,032500,2017/12,213354657,51304464
(주)케이엠더블유,032500,2018/12,273497774,86218504
(주)케이엠더블유,032500,2019/12,427046658,216782641
(주)케이엠더블유,032500,2020/12,387824181,243990225
(주)케이옥션,102370,2011/12,,
(주)케이옥션,102370,2012/12,,
(주)케이옥션,102370,2013/12,,
(주)케이옥션,102370,2014/12,,
(주)케이옥션,102370,2015/12,,
(주)케이옥션,102370,2016/12,,
(주)케이옥션,102370,2017/12,,
(주)케이옥션,102370,2018/12,83787578,23534914
(주)케이옥션,102370,2019/12,83407351,26261414
(주)케이옥션,102370,2020/12,74243458,24269000
(주)케이이씨,092220,2011/12,479025819,166494807
(주)케이이씨,092220,2012/12,409366183,154620386
(주)케이이씨,092220,2013/12,376185399,155880381
(주)케이이씨,092220,2014/12,346623526,151369802
(주)케이이씨,092220,2015/12,340459280,150985042
(주)케이이씨,092220,2016/12,383108805,202200220
(주)케이이씨,092220,2017/12,359839158,222638055
(주)케이이씨,092220,2018/12,351174343,225405480
(주)케이이씨,092220,2019/12,334212514,213961167
(주)케이이씨,092220,2020/12,368345953,168772401
(주)케이지모빌리언스,046440,2011/12,174478342,81614334
(주)케이지모빌리언스,046440,2012/12,262909180,98502658
(주)케이지모빌리언스,046440,2013/12,278793192,109949578
(주)케이지모빌리언스,046440,2014/12,,
(주)케이지모빌리언스,046440,2015/12,,
(주)케이지모빌리언스,046440,2016/12,378261974,146592929
(주)케이지모빌리언스,046440,2017/12,464307883,218655573
(주)케이지모빌리언스,046440,2018/12,476173923,226111885
(주)케이지모빌리언스,046440,2019/12,450696702,237463230
(주)케이지모빌리언스,046440,2020/12,470246152,275411868
(주)케이지이니시스,035600,2011/12,212848935,120452107
(주)케이지이니시스,035600,2012/12,,
(주)케이지이니시스,035600,2013/12,525262750,215336390
(주)케이지이니시스,035600,2014/12,562283661,234803277
(주)케이지이니시스,035600,2015/12,611193637,225047266
(주)케이지이니시스,035600,2016/12,735955030,257448850
(주)케이지이니시스,035600,2017/12,926244871,309704625
(주)케이지이니시스,035600,2018/12,932316574,338325234
(주)케이지이니시스,035600,2019/12,1278010860,380726491
(주)케이지이니시스,035600,2020/12,1400502735,452158088
(주)케이티,030200,2011/12,32085409000,12537809000
(주)케이티,030200,2012/12,34479499000,13164512000
(주)케이티,030200,2013/12,34846533000,12864910000
(주)케이티,030200,2014/12,33775502000,11790288000
(주)케이티,030200,2015/12,29341185000,12165465000
(주)케이티,030200,2016/12,30587733000,12794779000
(주)케이티,030200,2017/12,29580628000,13076376000
(주)케이티,030200,2018/12,32188830000,14731280000
(주)케이티,030200,2019/12,34061292000,15186953000
(주)케이티,030200,2020/12,33662545000,15551433000
(주)케이티서브마린,060370,2011/12,,
(주)케이티서브마린,060370,2012/12,,
(주)케이티서브마린,060370,2013/12,,
(주)케이티서브마린,060370,2014/12,,
(주)케이티서브마린,060370,2015/12,,
(주)케이티서브마린,060370,2016/12,,
(주)케이티서브마린,060370,2017/12,,
(주)케이티서브마린,060370,2018/12,,
(주)케이티서브마린,060370,2019/12,,
(주)케이티서브마린,060370,2020/12,,
(주)케이티스카이라이프,053210,2011/12,537329655,292212227
(주)케이티스카이라이프,053210,2012/12,637337095,348914510
(주)케이티스카이라이프,053210,2013/12,684443966,401582726
(주)케이티스카이라이프,053210,2014/12,683008720,436682240
(주)케이티스카이라이프,053210,2015/12,711294113,493443787
(주)케이티스카이라이프,053210,2016/12,777948019,546496013
(주)케이티스카이라이프,053210,2017/12,792893054,582342912
(주)케이티스카이라이프,053210,2018/12,816001170,666160616
(주)케이티스카이라이프,053210,2019/12,848276023,705437330
(주)케이티스카이라이프,053210,2020/12,919475828,744437146
(주)케이티씨에스,058850,2011/12,,
(주)케이티씨에스,058850,2012/12,,
(주)케이티씨에스,058850,2013/12,,
(주)케이티씨에스,058850,2014/12,303735131,147522873
(주)케이티씨에스,058850,2015/12,346998300,152631558
(주)케이티씨에스,058850,2016/12,322769885,156127954
(주)케이티씨에스,058850,2017/12,348333930,159569858
(주)케이티씨에스,058850,2018/12,350279655,161718622
(주)케이티씨에스,058850,2019/12,378104046,164120883
(주)케이티씨에스,058850,2020/12,384918649,169743982
(주)케이티아이에스,058860,2011/12,,
(주)케이티아이에스,058860,2012/12,,
(주)케이티아이에스,058860,2013/12,,
(주)케이티아이에스,058860,2014/12,,
(주)케이티아이에스,058860,2015/12,,
(주)케이티아이에스,058860,2016/12,,
(주)케이티아이에스,058860,2017/12,,
(주)케이티아이에스,058860,2018/12,,
(주)케이티아이에스,058860,2019/12,,
(주)케이티아이에스,058860,2020/12,,
(주)케이티알파,036030,2011/12,249729771,180353329
(주)케이티알파,036030,2012/12,249230651,169719283
(주)케이티알파,036030,2013/12,293664862,191020661
(주)케이티알파,036030,2014/12,,
(주)케이티알파,036030,2015/12,,
(주)케이티알파,036030,2016/12,,
(주)케이티알파,036030,2017/12,,
(주)케이티알파,036030,2018/12,,
(주)케이티알파,036030,2019/12,,
(주)케이티알파,036030,2020/12,,
(주)케이티앤지,033780,2011/12,6159204020,4850117323
(주)케이티앤지,033780,2012/12,6713312669,5154754941
(주)케이티앤지,033780,2013/12,7002640648,5324177197
(주)케이티앤지,033780,2014/12,7317144547,5653155406
(주)케이티앤지,033780,2015/12,8586509523,6234846929
(주)케이티앤지,033780,2016/12,9729918448,7054891794
(주)케이티앤지,033780,2017/12,10020315627,7860184135
(주)케이티앤지,033780,2018/12,10197870417,8168203816
(주)케이티앤지,033780,2019/12,10752439456,8739585488
(주)케이티앤지,033780,2020/12,11468383152,9091571656
(주)케이프,064820,2011/12,,
(주)케이프,064820,2012/12,184397072,104838895
(주)케이프,064820,2013/12,195506672,90392671
(주)케이프,064820,2014/12,159760766,91124518
(주)케이프,064820,2015/12,155383724,88983085
(주)케이프,064820,2016/12,1469790849,161908069
(주)케이프,064820,2017/12,1323297080,171730408
(주)케이프,064820,2018/12,2219167295,182706094
(주)케이프,064820,2019/12,1949680859,192519601
(주)케이프,064820,2020/12,2080723621,213294519
(주)케이피에스,256940,2013/12,,
(주)케이피에스,256940,2014/12,,
(주)케이피에스,256940,2015/12,,
(주)케이피에스,256940,2016/12,,
(주)케이피에스,256940,2017/12,,
(주)케이피에스,256940,2018/12,38228065,30913005
(주)케이피에스,256940,2019/12,38650675,30297782
(주)케이피에스,256940,2020/12,76992423,50932105
(주)케이피에프,024880,2011/12,255408515,123694667
(주)케이피에프,024880,2012/12,330265493,146043838
(주)케이피에프,024880,2013/12,367653962,144057897
(주)케이피에프,024880,2014/12,366848675,124097068
(주)케이피에프,024880,2015/12,380368115,126689831
(주)케이피에프,024880,2016/12,395895492,132147099
(주)케이피에프,024880,2017/12,418037497,138508119
(주)케이피에프,024880,2018/12,408582628,148362756
(주)케이피에프,024880,2019/12,415789843,161823122
(주)케이피에프,024880,2020/12,378562676,147777356
(주)케이피엠테크,042040,2011/12,90855164,20566036
(주)케이피엠테크,042040,2012/12,85165983,517608
(주)케이피엠테크,042040,2013/12,36983986,1975716
(주)케이피엠테크,042040,2014/12,50500518,6598899
(주)케이피엠테크,042040,2015/12,35542101,8404576
(주)케이피엠테크,042040,2016/12,83271028,46371585
(주)케이피엠테크,042040,2017/12,121781612,76504935
(주)케이피엠테크,042040,2018/12,199152116,136753234
(주)케이피엠테크,042040,2019/12,162104920,106814239
(주)케이피엠테크,042040,2020/12,168590004,126696974
(주)케이피케미칼,064420,2011/12,2140279756,1356183589
(주)케이피티유,054410,2011/12,44664421,21504588
(주)케이피티유,054410,2012/12,50076757,21272483
(주)케이피티유,054410,2013/12,,
(주)케이피티유,054410,2014/12,,
(주)케이피티유,054410,2015/12,,
(주)케이피티유,054410,2016/12,,
(주)케이피티유,054410,2017/12,68247260,32031264
(주)케이피티유,054410,2018/12,65556115,32167232
(주)케이피티유,054410,2019/12,,
(주)케이피티유,054410,2020/12,,
(주)케일럼,258610,2012/12,,
(주)케일럼,258610,2013/12,,
(주)케일럼,258610,2014/12,,
(주)케일럼,258610,2015/12,,
(주)케일럼,258610,2016/12,,
(주)케일럼,258610,2017/12,,
(주)케일럼,258610,2018/12,53906961,24758945
(주)케일럼,258610,2019/12,48622782,33100021
(주)케일럼,258610,2020/12,134044456,60667562
(주)켐온,217600,2015/12,,
(주)켐온,217600,2016/12,,
(주)켐온,217600,2017/12,,
(주)켐온,217600,2018/12,,
(주)켐온,217600,2019/12,,
(주)켐온,217600,2020/12,,
(주)켐트로닉스,089010,2011/12,169037298,50586064
(주)켐트로닉스,089010,2012/12,183194327,75250903
(주)켐트로닉스,089010,2013/12,218954005,93902205
(주)켐트로닉스,089010,2014/12,222796373,85476267
(주)켐트로닉스,089010,2015/12,234894280,79154124
(주)켐트로닉스,089010,2016/12,226427988,77434011
(주)켐트로닉스,089010,2017/12,220667821,75133789
(주)켐트로닉스,089010,2018/12,231561350,78747219
(주)켐트로닉스,089010,2019/12,294088094,99357114
(주)켐트로닉스,089010,2020/12,368562466,118197423
(주)켐트로스,220260,2015/12,,
(주)켐트로스,220260,2016/12,,
(주)켐트로스,220260,2017/12,,
(주)켐트로스,220260,2018/12,,
(주)켐트로스,220260,2019/12,,
(주)켐트로스,220260,2020/12,,
(주)코난테크놀로지,402030,2011/12,,
(주)코난테크놀로지,402030,2012/12,,
(주)코난테크놀로지,402030,2013/12,,
(주)코난테크놀로지,402030,2014/12,,
(주)코난테크놀로지,402030,2015/12,,
(주)코난테크놀로지,402030,2016/12,,
(주)코난테크놀로지,402030,2020/12,,
(주)코다코,046070,2011/12,,
(주)코다코,046070,2012/12,,
(주)코다코,046070,2013/12,251475508,60335565
(주)코다코,046070,2014/12,287239248,70349401
(주)코다코,046070,2015/12,317285357,83773398
(주)코다코,046070,2016/12,383368845,112423993
(주)코다코,046070,2017/12,417416923,111445031
(주)코다코,046070,2018/12,393660081,88716998
(주)코다코,046070,2019/12,330178369,30390838
(주)코다코,046070,2020/12,327398380,17110598
(주)코데즈컴바인,047770,2011/12,192631415,63453391
(주)코데즈컴바인,047770,2012/12,176408636,48782750
(주)코데즈컴바인,047770,2013/12,133178256,29159301
(주)코데즈컴바인,047770,2014/12,70992802,5229028
(주)코데즈컴바인,047770,2015/12,29137618,22087592
(주)코데즈컴바인,047770,2016/12,29020844,23881161
(주)코데즈컴바인,047770,2017/12,31578877,26472949
(주)코데즈컴바인,047770,2018/12,64408803,35472170
(주)코데즈컴바인,047770,2019/12,71633747,42396852
(주)코데즈컴바인,047770,2020/12,75892547,48044160
(주)코디,080530,2011/12,,
(주)코디,080530,2012/12,59948013,24494196
(주)코디,080530,2013/12,73197699,28446829
(주)코디,080530,2014/12,71869254,34985118
(주)코디,080530,2015/12,61653715,38271316
(주)코디,080530,2016/12,86510616,48150607
(주)코디,080530,2017/12,42501591,22852207
(주)코디,080530,2018/12,81954473,31898224
(주)코디,080530,2019/12,75932355,27854293
(주)코디,080530,2020/12,72195993,36211910
(주)코디엠,224060,2011/12,,
(주)코디엠,224060,2012/12,,
(주)코디엠,224060,2013/12,,
(주)코디엠,224060,2014/12,,
(주)코디엠,224060,2015/12,,
(주)코디엠,224060,2016/12,68181742,15881906
(주)코디엠,224060,2017/12,60951343,55282274
(주)코디엠,224060,2018/12,93910822,56410617
(주)코디엠,224060,2019/12,117030999,65611713
(주)코디엠,224060,2020/12,125031017,75794619
(주)코렌텍,104540,2011/12,,
(주)코렌텍,104540,2012/12,38847831,20116331
(주)코렌텍,104540,2013/12,60227570,44483677
(주)코렌텍,104540,2014/12,70512556,48303613
(주)코렌텍,104540,2015/12,71517889,56266889
(주)코렌텍,104540,2016/12,97043566,61731589
(주)코렌텍,104540,2017/12,100577807,54319984
(주)코렌텍,104540,2018/12,64259905,24085935
(주)코렌텍,104540,2019/12,62778527,29938860
(주)코렌텍,104540,2020/12,96144972,46405862
(주)코리아나화장품,027050,2011/12,116062305,61744074
(주)코리아나화장품,027050,2012/12,97333543,72556380
(주)코리아나화장품,027050,2013/12,113212596,72481082
(주)코리아나화장품,027050,2014/12,114446178,65950411
(주)코리아나화장품,027050,2015/12,121613975,79087423
(주)코리아나화장품,027050,2016/12,118519738,80967946
(주)코리아나화장품,027050,2017/12,121097694,77412681
