회사명,거래소코드,회계년도,자산(*)(IFRS)(천원),자본(*)(IFRS)(천원),* (정상)영업손익(보고서기재)(IFRS)(천원),당기순이익(손실)(IFRS)(천원),매출액(수익)(*)(IFRS)(천원),상장일,상장폐지일
(주)이크레더블,092130,2015/12,35463796,30299827,8545174,7028238,22784407,2008/10/24,
(주)이크레더블,092130,2016/12,41268382,34494174,11458105,9252659,29180174,2008/10/24,
(주)이크레더블,092130,2017/12,45426441,38383375,12712510,10272309,31955073,2008/10/24,
(주)이크레더블,092130,2018/12,51905911,43806881,14519753,11806614,35252869,2008/10/24,
(주)이크레더블,092130,2019/12,57252182,48695117,15975424,12957448,39421713,2008/10/24,
(주)이크레더블,092130,2020/12,61302237,52222615,16179490,12439762,41625441,2008/10/24,
(주)이푸른,185280,2011/12,,,,,,2013/11/12,2016/12/05
(주)이푸른,185280,2012/12,,,,,,2013/11/12,2016/12/05
(주)이푸른,185280,2013/12,,,,,,2013/11/12,2016/12/05
(주)이푸른,185280,2014/12,,,,,,2013/11/12,2016/12/05
(주)이푸른,185280,2015/12,,,,,,2013/11/12,2016/12/05
(주)이퓨쳐,134060,2011/12,18959013,16376509,-453493,-108376,7729145,2011/04/27,
(주)이퓨쳐,134060,2012/12,18979184,16348160,-133144,41547,7392451,2011/04/27,
(주)이퓨쳐,134060,2013/12,20289380,16672666,1105515,770337,8385255,2011/04/27,
(주)이퓨쳐,134060,2014/12,19653014,17163492,397613,622496,7990892,2011/04/27,
(주)이퓨쳐,134060,2015/12,19710187,16780953,106283,-357618,7485121,2011/04/27,
(주)이퓨쳐,134060,2016/12,21322071,16947752,339910,188200,8525055,2011/04/27,
(주)이퓨쳐,134060,2017/12,19675309,16496402,-218432,-579692,8584772,2011/04/27,
(주)이퓨쳐,134060,2018/12,20536452,16872062,291703,333234,9828718,2011/04/27,
(주)이퓨쳐,134060,2019/12,23119509,18390639,954978,1713288,10686877,2011/04/27,
(주)이퓨쳐,134060,2020/12,21659304,18181293,953314,536862,10738283,2011/04/27,
(주)인디에프,014990,2011/12,226655395,104568106,-17603246,-25896253,245015064,1989/06/20,
(주)인디에프,014990,2012/12,208873619,95121043,-6518457,-9159812,214939693,1989/06/20,
(주)인디에프,014990,2013/12,198667210,89944710,-3330480,-5787449,197156607,1989/06/20,
(주)인디에프,014990,2014/12,179769837,81122246,-3098936,-8266528,187272033,1989/06/20,
(주)인디에프,014990,2015/12,166980838,75386331,-5016725,-5873378,171489493,1989/06/20,
(주)인디에프,014990,2016/12,159552229,65542100,-7031098,-9568848,202902322,1989/06/20,
(주)인디에프,014990,2017/12,141965625,66359247,1583591,710163,201081235,1989/06/20,
(주)인디에프,014990,2018/12,137928785,66100341,1989310,200208,197600473,1989/06/20,
(주)인디에프,014990,2019/12,148997828,62471499,-1610475,-3269905,202190428,1989/06/20,
(주)인디에프,014990,2020/12,138342885,40982144,-20011147,-21679625,152427064,1989/06/20,
(주)인바디,041830,2011/12,41486709,41153540,4722116,5303605,23836927,2000/12/14,
(주)인바디,041830,2012/12,45460761,44934905,3757991,4325870,23242502,2000/12/14,
(주)인바디,041830,2013/12,50907799,49957224,5671388,5566824,27233161,2000/12/14,
(주)인바디,041830,2014/12,59932598,58158600,9546838,8745881,36994981,2000/12/14,
(주)인바디,041830,2015/12,77084166,72882233,17712672,15540392,52059436,2000/12/14,
(주)인바디,041830,2016/12,90675164,87813228,19925675,16020006,58870403,2000/12/14,
(주)인바디,041830,2017/12,103817501,101570155,22261355,17971479,67439604,2000/12/14,
(주)인바디,041830,2018/12,124823966,119726652,24263439,20032242,69329223,2000/12/14,
(주)인바디,041830,2019/12,141768028,136093732,28147448,21726507,71968109,2000/12/14,
(주)인바디,041830,2020/12,150720012,145896473,22001226,16651966,71502122,2000/12/14,
(주)인바이오젠,101140,2011/12,10509416,5804679,1011109,794544,11946874,2008/04/02,
(주)인바이오젠,101140,2012/12,8458072,4526045,-1213666,-1368782,10168487,2008/04/02,
(주)인바이오젠,101140,2013/12,10004093,3670110,-1284367,-1380321,7966362,2008/04/02,
(주)인바이오젠,101140,2014/12,7109775,4124318,-1275968,-1612376,11762124,2008/04/02,
(주)인바이오젠,101140,2015/12,14558906,7799700,-4947476,-5686229,8864991,2008/04/02,
(주)인바이오젠,101140,2016/12,12375563,5751446,-2131835,-2255875,11545263,2008/04/02,
(주)인바이오젠,101140,2017/12,13389537,11324401,-1531488,-1210953,7076786,2008/04/02,
(주)인바이오젠,101140,2018/12,24320788,23351988,921474,1664029,7566169,2008/04/02,
(주)인바이오젠,101140,2019/12,90919390,65996478,-2249168,13123922,9795203,2008/04/02,
(주)인바이오젠,101140,2020/12,96881140,77906278,-5259525,-45077565,10217712,2008/04/02,
(주)인산가,062580,2011/12,,,,,,2015/12/21,2018/09/11
(주)인산가,062580,2012/12,,,,,,2015/12/21,2018/09/11
(주)인산가,062580,2013/12,,,,,,2015/12/21,2018/09/11
(주)인산가,062580,2014/12,,,,,,2015/12/21,2018/09/11
(주)인산가,062580,2015/12,,,,,,2015/12/21,2018/09/11
(주)인산가,062580,2016/12,22290893,9729109,1629866,1039307,24980436,2015/12/21,2018/09/11
(주)인산가,277410,2017/12,,,,,,2017/09/29,
(주)인산가,062580,2017/12,26529875,12656038,3894493,2805268,26100481,2015/12/21,2018/09/11
(주)인산가,277410,2018/12,32523687,23318099,3998552,-1036418,25399567,2017/09/29,
(주)인산가,277410,2019/12,47097435,29582608,3628553,2879825,26019710,2017/09/29,
(주)인산가,277410,2020/12,61900443,32850105,4768398,4003086,30588831,2017/09/29,
(주)인성정보,033230,2011/12,69571311,31234468,2011671,823172,80035580,1999/07/30,
(주)인성정보,033230,2012/12,83005233,32933763,-349126,1848191,98129572,1999/07/30,
(주)인성정보,033230,2013/12,81805034,37844056,1523950,4929068,98790128,1999/07/30,
(주)인성정보,033230,2014/12,96650666,31995062,-1025308,-5225456,104488421,1999/07/30,
(주)인성정보,033230,2015/12,87607825,26369354,-4807130,-5488465,107296434,1999/07/30,
(주)인성정보,033230,2016/12,89317552,34161469,533146,1101308,98761472,1999/07/30,
(주)인성정보,033230,2017/12,77053346,42313681,-872655,-3541643,87883047,1999/07/30,
(주)인성정보,033230,2018/12,89843904,39925525,-824119,-69384,101075191,1999/07/30,
(주)인성정보,033230,2019/12,98715190,38260560,231246,-399991,95057636,1999/07/30,
(주)인성정보,033230,2020/12,102500409,44291814,69290,-6586901,105395602,1999/07/30,
(주)인스코비,006490,2011/12,13772109,10967744,-3551533,-3529425,5475543,1985/01/17,
(주)인스코비,006490,2012/12,19279543,14231086,-5674428,-8718764,7984671,1985/01/17,
(주)인스코비,006490,2013/12,26363993,23090404,-6923186,-6901096,12235606,1985/01/17,
(주)인스코비,006490,2014/12,24325620,21342828,-5612183,-7757949,24276482,1985/01/17,
(주)인스코비,006490,2015/12,48152463,28005708,-4835950,-22014186,9610387,1985/01/17,
(주)인스코비,006490,2016/12,45472564,34507157,-4273507,-6909975,14610084,1985/01/17,
(주)인스코비,006490,2017/12,42730798,35179251,-3651583,-3259796,20826968,1985/01/17,
(주)인스코비,006490,2018/12,48729695,29415526,2388094,-7830805,29321226,1985/01/17,
(주)인스코비,006490,2019/12,41240510,24589801,5427285,-23784371,46086598,1985/01/17,
(주)인스코비,006490,2020/12,64364740,40600559,-1740362,7872051,28795940,1985/01/17,
(주)인스프리트,073130,2011/12,33262892,940655,-26166878,-33597523,34557092,2005/01/19,2012/10/12
(주)인지디스플레이,037330,2011/12,147423702,94341390,19983206,13796151,169584919,1999/12/14,
(주)인지디스플레이,037330,2012/12,131683969,107431338,1117020,14068883,94904414,1999/12/14,
(주)인지디스플레이,037330,2013/12,144986045,108578058,-3986153,1752455,77225689,1999/12/14,
(주)인지디스플레이,037330,2014/12,148893748,109360160,774681,2694586,108785066,1999/12/14,
(주)인지디스플레이,037330,2015/12,145719611,103456942,3201914,-5167585,89751283,1999/12/14,
(주)인지디스플레이,037330,2016/12,146479989,106252974,3750275,4860665,75681353,1999/12/14,
(주)인지디스플레이,037330,2017/12,147070788,107838768,3147370,4430028,87446238,1999/12/14,
(주)인지디스플레이,037330,2018/12,140112684,108986063,8198888,3816601,96956470,1999/12/14,
(주)인지디스플레이,037330,2019/12,311381936,136634469,1417755,12363662,121746444,1999/12/14,
(주)인지디스플레이,037330,2020/12,322178223,140427629,4593236,7136010,271618913,1999/12/14,
(주)인콘,083640,2011/12,35443095,24188997,1881356,1920038,26413404,2005/12/27,
(주)인콘,083640,2012/12,34496647,26990318,2044068,3227528,35988407,2005/12/27,
(주)인콘,083640,2013/12,40921572,31259279,3680626,3256353,41846141,2005/12/27,
(주)인콘,083640,2014/12,45895060,38461797,2222178,2374364,38599028,2005/12/27,
(주)인콘,083640,2015/12,55628473,48027245,1574097,2229271,36066307,2005/12/27,
(주)인콘,083640,2016/12,51578092,47178127,-715465,-881216,36120175,2005/12/27,
(주)인콘,083640,2017/12,70051557,48110911,1311873,860022,44012144,2005/12/27,
(주)인콘,083640,2018/12,96628982,50413523,-1514026,-1874563,41015478,2005/12/27,
(주)인콘,083640,2019/12,96263601,65180785,-1609785,-11279998,30752375,2005/12/27,
(주)인콘,083640,2020/12,121043427,94559597,2167323,-274264,50521118,2005/12/27,
(주)인터로조,119610,2011/12,46748198,38731005,8364929,6837900,24491688,2010/07/28,
(주)인터로조,119610,2012/12,59556227,46711964,9561435,8659144,30074386,2010/07/28,
(주)인터로조,119610,2013/12,67410139,55153703,10532472,9032514,40127723,2010/07/28,
(주)인터로조,119610,2014/12,75842865,61241375,8771200,7363219,45435198,2010/07/28,
(주)인터로조,119610,2015/12,92654598,74084149,16289023,12593351,59557724,2010/07/28,
(주)인터로조,119610,2016/12,107258735,90929549,23737766,19623035,74175361,2010/07/28,
(주)인터로조,119610,2017/12,118922468,102989954,24534314,19593544,80252135,2010/07/28,
(주)인터로조,119610,2018/12,146713415,122053018,17346923,14769548,78230603,2010/07/28,
(주)인터로조,119610,2019/12,182328522,132752905,22998598,18080487,91940806,2010/07/28,
(주)인터로조,119610,2020/12,194122015,135636016,16653820,10963913,87866596,2010/07/28,
(주)인터파크,108790,2011/12,250755328,40886567,8720920,8716265,359203582,2014/02/06,2020/07/16
(주)인터파크,108790,2012/12,316007552,93868204,14926756,12531728,346651901,2014/02/06,2020/07/16
(주)인터파크,108790,2013/12,330802680,108462896,21063657,14030935,374107643,2014/02/06,2020/07/16
(주)인터파크,108790,2014/12,383283281,162308917,16295843,12508356,374208758,2014/02/06,2020/07/16
(주)인터파크,108790,2015/12,432994079,181844154,25237207,21235733,378477140,2014/02/06,2020/07/16
(주)인터파크,108790,2016/12,427660545,174694734,8532196,348322,424160523,2014/02/06,2020/07/16
(주)인터파크,108790,2017/12,473343999,180042308,15608912,8269730,424310432,2014/02/06,2020/07/16
(주)인터파크,108790,2018/12,503332433,162683072,6158044,-12742914,438531904,2014/02/06,2020/07/16
(주)인터파크,108790,2019/12,471485767,154919024,16894460,1677955,439000911,2014/02/06,2020/07/16
(주)인터플렉스,051370,2011/12,491883687,250349378,40386508,31081347,517735322,2003/01/22,
(주)인터플렉스,051370,2012/12,875293531,300323966,46529133,54438492,765391479,2003/01/22,
(주)인터플렉스,051370,2013/12,705724235,369513129,50695,-740432,991096621,2003/01/22,
(주)인터플렉스,051370,2014/12,580655842,310700428,-91700816,-58777621,642764474,2003/01/22,
(주)인터플렉스,051370,2015/12,477557857,219972501,-99789743,-89516396,489567624,2003/01/22,
(주)인터플렉스,051370,2016/12,401283993,213231570,-64840242,-59947178,492170042,2003/01/22,
(주)인터플렉스,051370,2017/12,647740201,324573432,30633923,35999774,703865074,2003/01/22,
(주)인터플렉스,051370,2018/12,398410134,243350069,-91486536,-81865403,180256619,2003/01/22,
(주)인터플렉스,051370,2019/12,392621933,217307735,-21672584,-27790885,350246474,2003/01/22,
(주)인터플렉스,051370,2020/12,336421344,168777901,-33656391,-44315398,248803864,2003/01/22,
(주)인텍플러스,064290,2011/12,40801625,27576797,4925449,4890307,28911301,2011/01/05,
(주)인텍플러스,064290,2012/12,50137824,29702534,3028887,3083581,26855453,2011/01/05,
(주)인텍플러스,064290,2013/12,41360132,23060853,-6754114,-6824999,15398627,2011/01/05,
(주)인텍플러스,064290,2014/12,33258390,16851693,-4797961,-5638646,12556267,2011/01/05,
(주)인텍플러스,064290,2015/12,27630323,17671852,448004,452263,23053280,2011/01/05,
(주)인텍플러스,064290,2016/12,24923147,14934835,-3554676,-3552563,16731046,2011/01/05,
(주)인텍플러스,064290,2017/12,32248273,18735885,526561,227513,24305556,2011/01/05,
(주)인텍플러스,064290,2018/12,30232354,16440656,-7659578,-6774266,16109102,2011/01/05,
(주)인텍플러스,064290,2019/12,41696205,21752092,4630581,5455916,40083302,2011/01/05,
(주)인텍플러스,064290,2020/12,52611894,30671121,7331867,9236343,56259572,2011/01/05,
(주)인텔리안테크놀로지스,189300,2011/12,,,,,,2016/10/18,
(주)인텔리안테크놀로지스,189300,2012/12,,,,,,2016/10/18,
(주)인텔리안테크놀로지스,189300,2013/12,,,,,,2016/10/18,
(주)인텔리안테크놀로지스,189300,2014/12,59268015,24026618,6187435,6038398,54834853,2016/10/18,
(주)인텔리안테크놀로지스,189300,2015/12,54923623,31576102,7446091,4924637,49295938,2016/10/18,
(주)인텔리안테크놀로지스,189300,2016/12,97792792,66175719,6945818,6993746,72172868,2016/10/18,
(주)인텔리안테크놀로지스,189300,2017/12,106081402,66945022,7203153,3771615,75281938,2016/10/18,
(주)인텔리안테크놀로지스,189300,2018/12,121795553,77808724,7539948,9793545,98515747,2016/10/18,
(주)인텔리안테크놀로지스,189300,2019/12,129710197,80209749,1616657,5449931,98415264,2016/10/18,
(주)인텔리안테크놀로지스,189300,2020/12,140822539,77214911,70327,-443083,93679648,2016/10/18,
(주)인트로메딕,150840,2011/12,12270693,-5819112,499287,-533969,7613366,2013/12/19,
(주)인트로메딕,150840,2012/12,13592039,512785,1349113,307067,8039888,2013/12/19,
(주)인트로메딕,150840,2013/12,20420888,17218744,2192396,2233639,9833532,2013/12/19,
(주)인트로메딕,150840,2014/12,21111693,18529778,1090443,1167031,10787702,2013/12/19,
(주)인트로메딕,150840,2015/12,29518885,19459158,-1193212,-882048,8146096,2013/12/19,
(주)인트로메딕,150840,2016/12,24690590,14247936,-2663007,-5581632,8363503,2013/12/19,
(주)인트로메딕,150840,2017/12,21269554,10879908,-791018,-4191332,9009182,2013/12/19,
(주)인트로메딕,150840,2018/12,31621973,15185433,-3223045,-5105384,9309535,2013/12/19,
(주)인트로메딕,150840,2019/12,34220058,17012122,-4187601,-17028032,8578524,2013/12/19,
(주)인트로메딕,150840,2020/12,31507373,23742869,-3532059,-7898663,5945899,2013/12/19,
(주)인트론바이오테크놀로지,048530,2011/12,20418214,10003891,295616,323771,8553230,2011/01/26,
(주)인트론바이오테크놀로지,048530,2012/12,19644765,11928983,-1115163,-1184208,8174344,2011/01/26,
(주)인트론바이오테크놀로지,048530,2013/12,23206940,17484431,58870,353675,9276561,2011/01/26,
(주)인트론바이오테크놀로지,048530,2014/12,34400310,19388762,1125090,20531,9980378,2011/01/26,
(주)인트론바이오테크놀로지,048530,2015/12,40369623,34441631,2131855,1557912,11835200,2011/01/26,
(주)인트론바이오테크놀로지,048530,2016/12,59623867,49173751,-1174475,-584394,10222261,2011/01/26,
(주)인트론바이오테크놀로지,048530,2017/12,45794775,30462982,-3805654,-8641039,10962774,2011/01/26,
(주)인트론바이오테크놀로지,048530,2018/12,54978765,39330152,5231537,8774377,20584391,2011/01/26,
(주)인트론바이오테크놀로지,048530,2019/12,89255649,65246305,-4152695,-3086521,8347462,2011/01/26,
(주)인트론바이오테크놀로지,048530,2020/12,101231440,86078411,16053559,15298673,45433157,2011/01/26,
(주)인팩,023810,2011/12,108255535,47828717,5098809,7656381,123197336,2004/09/21,
(주)인팩,023810,2012/12,110625951,50431103,327548,4042125,131917130,2004/09/21,
(주)인팩,023810,2013/12,119462092,65990035,5287977,15503329,144272639,2004/09/21,
(주)인팩,023810,2014/12,116624064,75869699,3284183,12225675,145367658,2004/09/21,
(주)인팩,023810,2015/12,127141955,78777100,1436601,6030979,141431267,2004/09/21,
(주)인팩,023810,2016/12,137226153,84633249,3688257,7273851,148817345,2004/09/21,
(주)인팩,023810,2017/12,134467338,86800854,620794,4188712,145511560,2004/09/21,
(주)인팩,023810,2018/12,129484915,87696472,-3884850,1786818,129070997,2004/09/21,
(주)인팩,023810,2019/12,141490704,84711745,-5674090,-720928,124799323,2004/09/21,
(주)인팩,023810,2020/12,170653665,89927020,3275979,7594578,177827741,2004/09/21,
(주)인포마크,175140,2011/12,,,,,,2015/09/23,
(주)인포마크,175140,2012/12,,,,,,2015/09/23,
(주)인포마크,175140,2013/12,38368927,9293987,3757978,1994673,61228634,2015/09/23,
(주)인포마크,175140,2014/12,37236213,14449865,4135223,3389307,70656583,2015/09/23,
(주)인포마크,175140,2015/12,44241218,26797799,-981895,-678172,52185321,2015/09/23,
(주)인포마크,175140,2016/12,45951826,28155999,2215298,1082969,63665828,2015/09/23,
(주)인포마크,175140,2017/12,74028786,21874178,-6296490,-6983528,56415906,2015/09/23,
(주)인포마크,175140,2018/12,50704426,23694659,772459,1915432,112848857,2015/09/23,
(주)인포마크,175140,2019/12,54806384,11841966,-10610605,-11700367,74199836,2015/09/23,
(주)인포마크,175140,2020/12,43137629,5892124,-8514641,-10949446,43505868,2015/09/23,
(주)인포바인,115310,2011/12,40930932,38551107,10196797,9388143,15478279,2010/02/09,
(주)인포바인,115310,2012/12,46126907,43578707,10498089,9984560,16587199,2010/02/09,
(주)인포바인,115310,2013/12,69206129,51775754,12704877,11736514,19158377,2010/02/09,
(주)인포바인,115310,2014/12,77910891,60404394,13408172,12405455,20140986,2010/02/09,
(주)인포바인,115310,2015/12,67450627,65176957,11578565,10036966,18298996,2010/02/09,
(주)인포바인,115310,2016/12,76874556,73843877,13579699,11945879,20653000,2010/02/09,
(주)인포바인,115310,2017/12,78716808,75461134,14642762,11291454,21799517,2010/02/09,
(주)인포바인,115310,2018/12,81631558,78647058,13085225,7240777,20081128,2010/02/09,
(주)인포바인,115310,2019/12,89752580,84899321,11349877,9028113,19085121,2010/02/09,
(주)인포바인,115310,2020/12,93158820,89125961,10440698,6556774,18684457,2010/02/09,
(주)인포피아,036220,2011/12,87328486,71065450,7733200,4332073,53012442,2007/06/05,2016/05/09
(주)인포피아,036220,2012/12,102355169,73564741,-774632,-4917616,56670383,2007/06/05,2016/05/09
(주)인포피아,036220,2013/12,98463146,63409816,-5977160,-9139478,50938976,2007/06/05,2016/05/09
(주)인포피아,036220,2014/12,93418682,49132467,-4029194,-6618017,54820355,2007/06/05,2016/05/09
(주)인포피아,036220,2015/12,74408059,51068117,2281682,-7643347,50104898,2007/06/05,2016/05/09
(주)인프라웨어테크놀러지,247300,2014/12,,,,,,2016/07/08,2019/12/06
(주)인프라웨어테크놀러지,247300,2015/12,,,,,,2016/07/08,2019/12/06
(주)인프라웨어테크놀러지,247300,2016/12,,,,,,2016/07/08,2019/12/06
(주)인프라웨어테크놀러지,247300,2017/12,,,,,,2016/07/08,2019/12/06
(주)인프라웨어테크놀러지,247300,2018/12,,,,,,2016/07/08,2019/12/06
(주)인피니트헬스케어,071200,2011/12,77751202,50698641,1708501,-1838858,49491044,2010/05/26,
(주)인피니트헬스케어,071200,2012/12,66846737,46538426,-1272478,-5492087,45783500,2010/05/26,
(주)인피니트헬스케어,071200,2013/12,69303414,55549326,2248497,8182948,37648948,2010/05/26,
(주)인피니트헬스케어,071200,2014/12,68976605,57777599,2080441,1566834,32267438,2010/05/26,
(주)인피니트헬스케어,071200,2015/12,73961252,61184396,3782235,3352385,32353549,2010/05/26,
(주)인피니트헬스케어,071200,2016/12,82921510,69098764,6930139,7351125,38229511,2010/05/26,
(주)인피니트헬스케어,071200,2017/12,82406801,70504920,7031740,1792829,38468793,2010/05/26,
(주)인피니트헬스케어,071200,2018/12,84347526,76747439,1624015,4678175,35522684,2010/05/26,
(주)인피니트헬스케어,071200,2019/12,94773931,84099667,5634206,7000986,39148811,2010/05/26,
(주)인피니트헬스케어,071200,2020/12,106816705,92497255,10543603,8516479,36956067,2010/05/26,
(주)일승,333430,2019/12,,,,,,2019/11/06,
(주)일승,333430,2020/12,,,,,,2019/11/06,
(주)일신바이오베이스,068330,2011/12,27180638,19763005,963217,819011,9004580,2007/12/26,
(주)일신바이오베이스,068330,2012/12,27614475,21343321,1968696,1546461,12209754,2007/12/26,
(주)일신바이오베이스,068330,2013/12,26654582,22235773,1139942,976157,9522253,2007/12/26,
(주)일신바이오베이스,068330,2014/12,27801053,24222376,2096953,1856746,11504985,2007/12/26,
(주)일신바이오베이스,068330,2015/12,29253670,24152837,2721426,2391390,12545793,2007/12/26,
(주)일신바이오베이스,068330,2016/12,37267811,32694897,3011111,2554970,13048288,2007/12/26,
(주)일신바이오베이스,068330,2017/12,38131265,34714390,2431461,1886607,12570335,2007/12/26,
(주)일신바이오베이스,068330,2018/12,39453976,35182157,3475802,3133630,15115149,2007/12/26,
(주)일신바이오베이스,068330,2019/12,45313493,39242081,4641215,4269018,17392622,2007/12/26,
(주)일신바이오베이스,068330,2020/12,49548220,44379345,5610282,3970947,21035418,2007/12/26,
(주)일신석재,007110,2011/12,79468694,55345866,1267947,679001,58052675,1986/03/04,
(주)일신석재,007110,2012/12,76481976,55734316,1050525,816346,39557865,1986/03/04,
(주)일신석재,007110,2013/12,82370066,55921655,1077184,326717,37998958,1986/03/04,
(주)일신석재,007110,2014/12,81397962,55291514,91065,-568366,39437448,1986/03/04,
(주)일신석재,007110,2015/12,80302650,52379298,-2463066,-2587787,39677898,1986/03/04,
(주)일신석재,007110,2016/12,78264674,50306782,-2605704,-2242721,42050477,1986/03/04,
(주)일신석재,007110,2017/12,77760845,50723606,973720,169046,52702961,1986/03/04,
(주)일신석재,007110,2018/12,80179667,51044947,1445901,413277,54141724,1986/03/04,
(주)일신석재,007110,2019/12,87279199,51935935,1753513,909320,66657756,1986/03/04,
(주)일신석재,007110,2020/12,94043686,52217725,1641325,634642,58742052,1986/03/04,
(주)일야,058450,2011/12,33762453,20999543,-4603779,-4076260,56439602,2002/01/17,
(주)일야,058450,2012/12,36361800,14368683,-5111176,-6729886,50000806,2002/01/17,
(주)일야,058450,2013/12,39475006,15537002,1288330,1472011,81296099,2002/01/17,
(주)일야,058450,2014/12,42112227,18564824,5112575,3253584,107552914,2002/01/17,
(주)일야,058450,2015/12,37521971,24686014,3662035,2843897,65600443,2002/01/17,
(주)일야,058450,2016/12,40618252,25742913,2583500,2078887,73896031,2002/01/17,
(주)일야,058450,2017/12,32967782,20907507,-3106234,-4782793,42797947,2002/01/17,
(주)일야,058450,2018/12,34868729,13882406,-4206325,-11625465,28762213,2002/01/17,
(주)일야,058450,2019/12,35412863,10559005,-4371497,-3416597,27781083,2002/01/17,
(주)일야,058450,2020/12,26532498,15634631,-1373068,-7887727,3131035,2002/01/17,
(주)일지테크,019540,2011/12,123104565,55181229,7293605,5172500,81188920,1992/11/03,
(주)일지테크,019540,2012/12,136581479,74046746,15844819,19468478,118385182,1992/11/03,
(주)일지테크,019540,2013/12,147010620,90425785,10506172,13992590,120293751,1992/11/03,
(주)일지테크,019540,2014/12,166687900,106954493,7455237,17741070,99092221,1992/11/03,
(주)일지테크,019540,2015/12,184173419,116343590,-3232844,10902973,108800796,1992/11/03,
(주)일지테크,019540,2016/12,208137109,121952489,-373367,9794770,99336628,1992/11/03,
(주)일지테크,019540,2017/12,195237793,130928438,480738,11245785,98823298,1992/11/03,
(주)일지테크,019540,2018/12,208936158,137044890,8254309,7533275,120409830,1992/11/03,
(주)일지테크,019540,2019/12,207799660,139584512,4963587,3180074,132395201,1992/11/03,
(주)일지테크,019540,2020/12,225935015,147892910,8474608,8272384,124138443,1992/11/03,
(주)일진파워,094820,2011/12,102222349,60299058,6599574,4746732,125282606,2007/11/06,
(주)일진파워,094820,2012/12,112691969,57259755,2669791,526365,133333218,2007/11/06,
(주)일진파워,094820,2013/12,109782458,58721643,6263965,4438682,105326502,2007/11/06,
(주)일진파워,094820,2014/12,76316877,60943589,6957781,4658564,64883654,2007/11/06,
(주)일진파워,094820,2015/12,79174569,61003463,5992142,3252595,63693923,2007/11/06,
(주)일진파워,094820,2016/12,86050364,65280223,5107626,6906893,70488113,2007/11/06,
(주)일진파워,094820,2017/12,99175191,77928533,16303332,14579108,88260278,2007/11/06,
(주)일진파워,094820,2018/12,117821393,89339736,16560824,15837894,99569411,2007/11/06,
(주)일진파워,094820,2019/12,129742172,95980831,11965574,11769340,107455456,2007/11/06,
(주)일진파워,094820,2020/12,139012008,100545204,9871564,10658149,104992559,2007/11/06,
(주)잇츠한불,226320,2011/12,,,,,,2015/12/28,
(주)잇츠한불,226320,2012/12,,,,,,2015/12/28,
(주)잇츠한불,226320,2013/12,26580487,10037636,8445317,6584076,52377854,2015/12/28,
(주)잇츠한불,226320,2014/12,154767278,80230866,99060817,76331077,241883872,2015/12/28,
(주)잇츠한불,226320,2015/12,388088957,316868538,111822536,83736160,309561740,2015/12/28,
(주)잇츠한불,226320,2016/12,368866961,339847746,73435931,58386785,267458828,2015/12/28,
(주)잇츠한불,226320,2017/12,523135383,440382574,19027244,27499575,156534277,2015/12/28,
(주)잇츠한불,226320,2018/12,474332073,438346339,2736021,8802619,142741565,2015/12/28,
(주)잇츠한불,226320,2019/12,467064071,431578964,-9614751,-3099622,102894957,2015/12/28,
(주)잇츠한불,226320,2020/12,429330875,416207509,-19929936,-14958329,56565413,2015/12/28,
(주)잉크테크,049550,2011/12,91371886,32360196,-7678602,-9690954,55733449,2002/02/28,
(주)잉크테크,049550,2012/12,105158923,39703085,5328449,1916370,79363907,2002/02/28,
(주)잉크테크,049550,2013/12,142219458,49893533,2174491,131372,86600787,2002/02/28,
(주)잉크테크,049550,2014/12,138971210,42259773,-5088276,-12560556,83537607,2002/02/28,
(주)잉크테크,049550,2015/12,126379851,22169252,-4391869,-19999973,72878186,2002/02/28,
(주)잉크테크,049550,2016/12,121052900,23897470,176489,-5538645,72135578,2002/02/28,
(주)잉크테크,049550,2017/12,109850070,43812361,-6732786,-21692155,55623063,2002/02/28,
(주)잉크테크,049550,2018/12,110316041,40436234,-415485,-3631735,54374086,2002/02/28,
(주)잉크테크,049550,2019/12,107911660,36406573,-1629086,-3433631,55756299,2002/02/28,
(주)잉크테크,049550,2020/12,95558225,36276161,1760459,-934292,44724583,2002/02/28,
(주)자비스,230400,2011/12,,,,,,2015/11/17,2019/11/15
(주)자비스,230400,2012/12,,,,,,2015/11/17,2019/11/15
(주)자비스,230400,2013/12,,,,,,2015/11/17,2019/11/15
(주)자비스,230400,2014/12,,,,,,2015/11/17,2019/11/15
(주)자비스,230400,2015/12,,,,,,2015/11/17,2019/11/15
(주)자비스,230400,2016/12,,,,,,2015/11/17,2019/11/15
(주)자비스,254120,2016/12,,,,,,2016/12/02,
(주)자비스,254120,2017/12,,,,,,2016/12/02,
(주)자비스,230400,2017/12,,,,,,2015/11/17,2019/11/15
(주)자비스,254120,2018/12,,,,,,2016/12/02,
(주)자비스,230400,2018/12,17222904,1573687,-523320,-583775,12663799,2015/11/17,2019/11/15
(주)자비스,254120,2019/12,28657262,15075106,-460454,-6763495,17055479,2016/12/02,
(주)자비스,254120,2020/12,30556217,10008401,-1591899,-6897409,12275482,2016/12/02,
(주)자연과환경,043910,2011/12,67249919,32448863,-19435888,-21350927,34333747,2005/11/18,
(주)자연과환경,043910,2012/12,76934178,39839421,-5808963,-6517815,42950685,2005/11/18,
(주)자연과환경,043910,2013/12,62456785,35429310,-2591342,-6841387,35283106,2005/11/18,
