회사명,거래소코드,회계년도,매출액(수익)(*)(IFRS),당기순이익(손실)(IFRS),* (정상)영업손익(보고서기재)(IFRS)
(주)코미팜,041960,2013/12,25848107,1007045,538988
(주)코미팜,041960,2014/12,34454104,-2225024,105545
(주)코미팜,041960,2015/12,36405104,-6490144,-527793
(주)코미팜,041960,2016/12,37636362,364371,784163
(주)코미팜,041960,2017/12,35612736,532839,601505
(주)코미팜,041960,2018/12,34994051,-12666526,-2026351
(주)코미팜,041960,2019/12,36290780,-15574953,1025521
(주)코미팜,041960,2020/12,38022321,115074,1741847
(주)코세스,089890,2011/12,73348583,4134292,5631580
(주)코세스,089890,2012/12,76703224,6335374,5970898
(주)코세스,089890,2013/12,33924903,-10576376,-7700455
(주)코세스,089890,2014/12,36893090,-8654084,-3156936
(주)코세스,089890,2015/12,43068850,-886867,-108388
(주)코세스,089890,2016/12,27874008,-1236662,-3316646
(주)코세스,089890,2017/12,40922185,10550713,5027008
(주)코세스,089890,2018/12,65510151,9159323,10894454
(주)코세스,089890,2019/12,65578193,6243922,7666630
(주)코세스,089890,2020/12,63826078,6344889,9543045
(주)코센,009730,2011/12,71831910,-8598818,-7837490
(주)코센,009730,2012/12,57546398,-7057700,-3192300
(주)코센,009730,2013/12,54813931,569516,1785462
(주)코센,009730,2014/12,60619827,1975174,1250829
(주)코센,009730,2015/12,57840688,1920000,1821066
(주)코센,009730,2016/12,53942891,-9705040,-6326594
(주)코센,009730,2017/12,57272647,2142108,1030705
(주)코센,009730,2018/12,54690486,-10173342,-349329
(주)코센,009730,2019/12,54358101,-51002925,-2392228
(주)코센,009730,2020/12,36911716,-29894501,-5200122
(주)코스나인,082660,2011/12,24317774,-6370371,-6535694
(주)코스나인,082660,2012/12,57825065,-3633538,-2360266
(주)코스나인,082660,2013/12,135510618,268534,3373649
(주)코스나인,082660,2014/12,116237160,-1497353,233893
(주)코스나인,082660,2015/12,60230474,-4790349,-4569937
(주)코스나인,082660,2016/12,64929568,-3574213,-1583539
(주)코스나인,082660,2017/12,29633121,-19267294,-10493578
(주)코스나인,082660,2018/12,7869161,-44513331,503782
(주)코스나인,082660,2019/12,18356749,-28904051,-3248622
(주)코스나인,082660,2020/12,20449345,-11362830,-1674303
(주)코스메카코리아,241710,2011/12,,,
(주)코스메카코리아,241710,2012/12,,,
(주)코스메카코리아,241710,2013/12,,,
(주)코스메카코리아,241710,2014/12,68744602,2819830,3946674
(주)코스메카코리아,241710,2015/12,94998927,6314868,7185913
(주)코스메카코리아,241710,2016/12,152174095,9028477,10333087
(주)코스메카코리아,241710,2017/12,158226664,7728404,7584273
(주)코스메카코리아,241710,2018/12,206522830,10582100,9362014
(주)코스메카코리아,241710,2019/12,194650606,7344367,8115155
(주)코스메카코리아,241710,2020/12,197146224,5602260,10543596
(주)코스온,069110,2011/12,12706404,52861,156126
(주)코스온,069110,2012/12,19572843,179674,98232
(주)코스온,069110,2013/12,10590781,-2666643,-377513
(주)코스온,069110,2014/12,26482611,533873,2176014
(주)코스온,069110,2015/12,61919904,4537212,6919750
(주)코스온,069110,2016/12,77287333,7410656,8465869
(주)코스온,069110,2017/12,85620455,546503,3429905
(주)코스온,069110,2018/12,83677255,-2815844,-1194588
(주)코스온,069110,2019/12,87425534,-2439576,1486703
(주)코스온,069110,2020/12,73940713,-34533410,-10298773
(주)코썬바이오,204990,2011/12,,,
(주)코썬바이오,204990,2012/12,,,
(주)코썬바이오,204990,2013/12,,,
(주)코썬바이오,204990,2014/12,22543156,5952870,7578795
(주)코썬바이오,204990,2015/12,25807412,7981186,9588909
(주)코썬바이오,204990,2016/12,28617962,6752319,7901880
(주)코썬바이오,204990,2017/12,21885626,-5585459,-984363
(주)코썬바이오,204990,2018/12,8109348,-50874011,-14884400
(주)코썬바이오,204990,2019/12,4971604,-57378024,-26525049
(주)코아스,071950,2011/12,85674154,1205264,5170324
(주)코아스,071950,2012/12,76689973,342721,2610991
(주)코아스,071950,2013/12,86235377,-8178719,272184
(주)코아스,071950,2014/12,96549996,585149,2055059
(주)코아스,071950,2015/12,95420564,-10683827,-7646845
(주)코아스,071950,2016/12,95622309,-7600174,-3454321
(주)코아스,071950,2017/12,111953910,-929174,278525
(주)코아스,071950,2018/12,105463463,-309134,884737
(주)코아스,071950,2019/12,111573398,2191124,3060398
(주)코아스,071950,2020/12,97586708,-1381739,-1864224
(주)코아시아,045970,2011/12,2237657,595954,461628
(주)코아시아,045970,2012/12,2446883,591209,490973
(주)코아시아,045970,2013/12,1045729,250629,81807
(주)코아시아,045970,2014/12,1197948,6213076,220753
(주)코아시아,045970,2015/12,1768437,-943559,354679
(주)코아시아,045970,2016/12,9429026,-6236771,-5094452
(주)코아시아,045970,2017/12,4759216,3951871,-793751
(주)코아시아,045970,2018/12,5486096,-18028412,261435
(주)코아시아,045970,2019/12,92228286,15531599,78333
(주)코아시아,045970,2020/12,281911634,-7070868,1497793
(주)코아시아옵틱스,196450,2014/12,34372397,-408178,-2536156
(주)코아시아옵틱스,196450,2015/12,54078161,-6923678,-5435968
(주)코아시아옵틱스,196450,2016/12,27291639,-49654596,-15539104
(주)코아시아옵틱스,196450,2017/12,11299145,-16603396,634257
(주)코아시아옵틱스,196450,2018/12,8332433,-9167811,-5168126
(주)코아시아옵틱스,196450,2019/12,68698817,-1304030,519743
(주)코아시아옵틱스,196450,2020/12,80640426,-12160263,-10079152
(주)코아에스앤아이,052350,2011/12,6078987,-22759005,-17998091
(주)코엔텍,029960,2011/12,26576187,4467540,5803963
(주)코엔텍,029960,2012/12,31823757,8087447,9507633
(주)코엔텍,029960,2013/12,31718394,7542665,8025423
(주)코엔텍,029960,2014/12,34502273,8657708,9535636
(주)코엔텍,029960,2015/12,33913775,6640187,7537545
(주)코엔텍,029960,2016/12,48583970,14035871,14876626
(주)코엔텍,029960,2017/12,53606953,14376280,17050026
(주)코엔텍,029960,2018/12,64252487,36241472,27649277
(주)코엔텍,029960,2019/12,71114061,24126961,28446448
(주)코엔텍,029960,2020/12,70829816,25539177,31035919
(주)코오롱,002020,2011/12,54420816,7353891,25963059
(주)코오롱,002020,2012/12,58723557,12201108,32047711
(주)코오롱,002020,2013/12,62686234,13509633,35221527
(주)코오롱,002020,2014/12,59152501,-99903847,29362627
(주)코오롱,002020,2015/12,54932379,2704168,24423643
(주)코오롱,002020,2016/12,52652827,9545633,18379201
(주)코오롱,002020,2017/12,60369419,3285399,29551111
(주)코오롱,002020,2018/12,58173002,-25991176,28080982
(주)코오롱,002020,2019/12,60462265,9146519,31357626
(주)코오롱,002020,2020/12,54000329,26552947,29138448
(주)코원플레이,056000,2011/12,53965470,-11663654,-11735184
(주)코원플레이,056000,2012/12,30108280,-12362056,-12628252
(주)코원플레이,056000,2013/12,21845946,-5612724,-8769728
(주)코원플레이,056000,2014/12,23755138,-850071,783327
(주)코원플레이,056000,2015/12,14315823,-18719141,-6412170
(주)코원플레이,056000,2016/12,29984912,-7998007,-5891197
(주)코원플레이,056000,2017/12,28767652,1079503,1075691
(주)코원플레이,056000,2018/12,19715433,-624208,-811255
(주)코원플레이,056000,2019/12,14925981,-3219240,284973
(주)코원플레이,056000,2020/12,12354201,-2783706,2123806
(주)코윈테크,282880,2016/12,,,
(주)코윈테크,282880,2017/12,,,
(주)코윈테크,282880,2018/12,76831921,10339406,10508932
(주)코윈테크,282880,2019/12,91102339,16968576,20659243
(주)코윈테크,282880,2020/12,40227067,1106050,-1086829
(주)코이즈,121850,2011/12,27188121,5542457,6650131
(주)코이즈,121850,2012/12,35081512,6913958,9194354
(주)코이즈,121850,2013/12,23850267,-500141,1045752
(주)코이즈,121850,2014/12,27672251,271432,364649
(주)코이즈,121850,2015/12,22911803,-2864505,-1994072
(주)코이즈,121850,2016/12,28975469,1343132,277553
(주)코이즈,121850,2017/12,21082535,-9746701,-8325654
(주)코이즈,121850,2018/12,17016870,-9967650,-8602180
(주)코이즈,121850,2019/12,32361376,-782492,-1212366
(주)코이즈,121850,2020/12,35007129,-1763556,896651
(주)코콤,015710,2011/12,80976405,3365758,3724937
(주)코콤,015710,2012/12,83264613,3434547,5973319
(주)코콤,015710,2013/12,95215396,3201867,5097331
(주)코콤,015710,2014/12,103538393,5713218,9702119
(주)코콤,015710,2015/12,110754965,7399350,9890570
(주)코콤,015710,2016/12,113892164,7221260,8844022
(주)코콤,015710,2017/12,143089164,10724267,12701429
(주)코콤,015710,2018/12,163612643,13875198,17196338
(주)코콤,015710,2019/12,133903684,8218004,13342693
(주)코콤,015710,2020/12,118930332,7277833,10870086
(주)코텍,052330,2011/12,160410463,21318726,20639370
(주)코텍,052330,2012/12,162916100,17313390,21401752
(주)코텍,052330,2013/12,169811475,17360386,20736416
(주)코텍,052330,2014/12,148845717,6329609,5492376
(주)코텍,052330,2015/12,242012570,23182710,26291925
(주)코텍,052330,2016/12,297954883,37747462,29276826
(주)코텍,052330,2017/12,327482316,21709681,33444127
(주)코텍,052330,2018/12,346599584,35046431,42424698
(주)코텍,052330,2019/12,285254264,32717008,34798947
(주)코텍,052330,2020/12,186636472,-701538,5376279
(주)코퍼스코리아,322780,2019/12,,,
(주)코퍼스코리아,322780,2020/12,8221433,2120742,4496649
(주)코프라,126600,2011/12,84182929,3913274,4910377
(주)코프라,126600,2012/12,88396764,5986947,7095331
(주)코프라,126600,2013/12,91297124,7168532,9317488
(주)코프라,126600,2014/12,106408968,10315848,11432878
(주)코프라,126600,2015/12,111032727,12065925,13567004
(주)코프라,126600,2016/12,119147770,11306166,13126715
(주)코프라,126600,2017/12,121749156,4830794,7772691
(주)코프라,126600,2018/12,141443988,4807470,5735988
(주)코프라,126600,2019/12,132583682,5546171,5149413
(주)코프라,126600,2020/12,110974280,9438604,7324587
(주)콘텐트리중앙,036420,2011/12,60180710,3243493,7454740
(주)콘텐트리중앙,036420,2012/12,86149815,524719,5375338
(주)콘텐트리중앙,036420,2013/12,76281285,-18007058,58928
(주)콘텐트리중앙,036420,2014/12,67279513,-7201036,-1059435
(주)콘텐트리중앙,036420,2015/12,45128205,750199,-1893531
(주)콘텐트리중앙,036420,2016/12,1332142,6991169,-1408389
(주)콘텐트리중앙,036420,2017/12,34806606,2407402,1814388
(주)콘텐트리중앙,036420,2018/12,69870676,2318615,5019788
(주)콘텐트리중앙,036420,2019/12,73377032,940542,-13956095
(주)콘텐트리중앙,036420,2020/12,28670268,-35140996,1551136
(주)콤텍시스템,031820,2011/12,178626024,4798812,4497300
(주)콤텍시스템,031820,2012/12,159020939,3395376,1038059
(주)콤텍시스템,031820,2013/12,180253440,3461840,-972638
(주)콤텍시스템,031820,2014/12,184931656,-5490963,-5031324
(주)콤텍시스템,031820,2015/12,145313732,2482834,739013
(주)콤텍시스템,031820,2016/12,165814378,2542244,1625192
(주)콤텍시스템,031820,2017/12,142500270,978657,2176568
(주)콤텍시스템,031820,2018/12,125165448,6553668,3160832
(주)콤텍시스템,031820,2019/12,238820532,1048802,3046974
(주)콤텍시스템,031820,2020/12,193097625,1032195,2192190
(주)쿠첸,225650,2015/12,105775761,1633385,2159613
(주)쿠첸,225650,2016/12,272618911,6485921,9789446
(주)쿠첸,225650,2017/12,237263684,-6525263,-8383838
(주)쿠첸,225650,2018/12,223351721,684017,1992276
(주)쿠콘,294570,2018/12,24930572,4335739,3584017
(주)쿠콘,294570,2019/12,39525511,8382196,6308094
(주)쿠콘,294570,2020/12,49373922,18639504,11001159
(주)퀀타매트릭스,317690,2018/12,84943,-15119580,-10697650
(주)퀀타매트릭스,317690,2019/12,903529,-62173063,-12902695
(주)퀀타매트릭스,317690,2020/12,1706231,-12850293,-12976171
(주)큐라클,365270,2019/12,0,-13989180,-5734066
(주)큐라클,365270,2020/12,0,-28609794,-7852987
(주)큐로,015590,2011/12,243654611,-20497354,-19957273
(주)큐로,015590,2012/12,263752234,6312344,19056774
(주)큐로,015590,2013/12,220549121,8061192,14170203
(주)큐로,015590,2014/12,273526804,-1807150,2409941
(주)큐로,015590,2015/12,223716709,-15082515,-12343696
(주)큐로,015590,2016/12,191355119,-19305575,-11504645
(주)큐로,015590,2017/12,156189124,-7056506,6738189
(주)큐로,015590,2018/12,90218430,-16268118,-15447301
(주)큐로,015590,2019/12,147117472,3181372,19782502
(주)큐로,015590,2020/12,124944880,1340474,9583311
(주)큐로컴,040350,2011/12,9880127,-592051,177192
(주)큐로컴,040350,2012/12,8541652,682571,75997
(주)큐로컴,040350,2013/12,13142280,1448749,514090
(주)큐로컴,040350,2014/12,10903410,1421744,163797
(주)큐로컴,040350,2015/12,12666448,33209933,465007
(주)큐로컴,040350,2016/12,12319856,-17138407,-730771
(주)큐로컴,040350,2017/12,11295570,-18947858,368745
(주)큐로컴,040350,2018/12,10311666,-24032924,-880254
(주)큐로컴,040350,2019/12,10211913,-18270190,416650
(주)큐로컴,040350,2020/12,9995855,-11709828,302644
(주)큐로홀딩스,051780,2011/12,12907240,519007,1280851
(주)큐로홀딩스,051780,2012/12,12442391,-3301401,487579
(주)큐로홀딩스,051780,2013/12,11421749,-1258881,154549
(주)큐로홀딩스,051780,2014/12,10418215,465317,679440
(주)큐로홀딩스,051780,2015/12,9090041,1076104,485565
(주)큐로홀딩스,051780,2016/12,8187689,-12299459,-2951542
(주)큐로홀딩스,051780,2017/12,12621098,-30776941,-2275802
(주)큐로홀딩스,051780,2018/12,23127655,-7491847,1197565
(주)큐로홀딩스,051780,2019/12,22842965,-5642791,1662395
(주)큐로홀딩스,051780,2020/12,30903690,-12256080,2333464
(주)큐리어스,045050,2011/12,20629637,-7442947,485102
(주)큐리언트,115180,2014/12,215280,-10706197,-6645826
(주)큐리언트,115180,2015/12,0,-9301978,-8230447
(주)큐리언트,115180,2016/12,0,-10535977,-11076581
(주)큐리언트,115180,2017/12,0,-12196200,-12723839
(주)큐리언트,115180,2018/12,0,-16415137,-16687561
(주)큐리언트,115180,2019/12,0,-22697844,-23169936
(주)큐리언트,115180,2020/12,128168,-19796035,-20043887
(주)큐브엔터테인먼트,182360,2013/12,,,
(주)큐브엔터테인먼트,182360,2014/12,,,
(주)큐브엔터테인먼트,182360,2015/12,22397556,-5611152,815148
(주)큐브엔터테인먼트,182360,2016/12,19026988,-4031051,-4566877
(주)큐브엔터테인먼트,182360,2017/12,23463431,-2093708,735917
(주)큐브엔터테인먼트,182360,2018/12,32091553,1080924,1948233
(주)큐브엔터테인먼트,182360,2019/12,28850936,1024288,1032543
(주)큐브엔터테인먼트,182360,2020/12,31299789,1077403,1927755
(주)큐에스아이,066310,2011/12,27156007,4363818,4783093
(주)큐에스아이,066310,2012/12,26704126,2134254,2739820
(주)큐에스아이,066310,2013/12,25635539,3927354,3499080
(주)큐에스아이,066310,2014/12,24217429,3276305,3110895
(주)큐에스아이,066310,2015/12,25495219,2346890,2412464
(주)큐에스아이,066310,2016/12,22020600,1213277,731924
(주)큐에스아이,066310,2017/12,22628380,1130056,1438452
(주)큐에스아이,066310,2018/12,18823761,-2310022,-357241
(주)큐에스아이,066310,2019/12,22679509,954202,160199
(주)큐에스아이,066310,2020/12,23003430,2638660,1033193
(주)크라운제과,264900,2017/12,344292781,13667269,21136111
(주)크라운제과,264900,2018/12,388532243,13681175,20255857
(주)크라운제과,264900,2019/12,386613876,18937764,26519837
(주)크라운제과,264900,2020/12,381538640,16206197,23452546
(주)크라운해태홀딩스,005740,2011/12,400481779,15945403,40418623
(주)크라운해태홀딩스,005740,2012/12,418237574,15240458,31544983
(주)크라운해태홀딩스,005740,2013/12,428762601,10948653,34881401
(주)크라운해태홀딩스,005740,2014/12,420759939,19011148,35618602
(주)크라운해태홀딩스,005740,2015/12,430980191,25846319,37967522
(주)크라운해태홀딩스,005740,2016/12,418060902,17212083,28268663
(주)크라운해태홀딩스,005740,2017/12,12955223,170816245,2281323
(주)크라운해태홀딩스,005740,2018/12,18172594,6080750,7649437
(주)크라운해태홀딩스,005740,2019/12,17119663,-22205527,5171440
(주)크라운해태홀딩스,005740,2020/12,16803566,26198668,4853751
(주)크래프톤,259960,2011/12,,,
(주)크래프톤,259960,2012/12,,,
(주)크래프톤,259960,2013/12,,,
(주)크래프톤,259960,2014/12,,,
(주)크래프톤,259960,2015/12,,,
(주)크래프톤,259960,2016/12,,,
(주)크래프톤,259960,2017/12,,,
(주)크래프톤,259960,2018/12,20131581,4726883,-56668257
(주)크래프톤,259960,2019/12,12102432,123903584,-91243624
(주)크래프톤,259960,2020/12,95437031,5151508,-129011890
(주)크레버스,096240,2011/12,95923480,9714810,11361347
(주)크레버스,096240,2012/12,89607117,8734814,13030044
(주)크레버스,096240,2013/12,84756055,9162503,11395939
(주)크레버스,096240,2014/12,80162154,2033914,5428538
(주)크레버스,096240,2015/12,75049006,-3845821,-1256774
(주)크레버스,096240,2016/12,71583840,-17255799,-5438802
(주)크레버스,096240,2017/12,73090572,4829880,5550596
(주)크레버스,096240,2018/12,75944381,6524583,8476300
(주)크레버스,096240,2019/12,87349230,7157773,13285102
(주)크레버스,096240,2020/12,92180605,7823308,15250694
(주)크리스에프앤씨,110790,2011/12,,,
(주)크리스에프앤씨,110790,2012/12,,,
(주)크리스에프앤씨,110790,2013/12,,,
(주)크리스에프앤씨,110790,2014/12,,,
(주)크리스에프앤씨,110790,2015/12,,,
(주)크리스에프앤씨,110790,2016/12,203334367,25004664,34920481
(주)크리스에프앤씨,110790,2017/12,277416750,34158056,46774293
(주)크리스에프앤씨,110790,2018/12,255540733,32237024,43819830
(주)크리스에프앤씨,110790,2019/12,257477444,24563613,38731745
(주)크리스에프앤씨,110790,2020/12,291132445,38876228,50431747
(주)크린앤사이언스,045520,2011/12,44770109,1087950,1206896
(주)크린앤사이언스,045520,2012/12,46929232,1032717,1880208
(주)크린앤사이언스,045520,2013/12,53948570,1372031,1994068
(주)크린앤사이언스,045520,2014/12,55630258,1917101,2805953
(주)크린앤사이언스,045520,2015/12,58855232,3603830,4255261
(주)크린앤사이언스,045520,2016/12,59675152,3597831,4556903
(주)크린앤사이언스,045520,2017/12,76754464,4799573,6458242
(주)크린앤사이언스,045520,2018/12,94801718,6855634,7743499
(주)크린앤사이언스,045520,2019/12,117760212,8007413,10782951
(주)크린앤사이언스,045520,2020/12,149965653,13551959,19033532
(주)클라우드에어,036170,2011/12,20387077,5822664,3991855
(주)클라우드에어,036170,2012/12,63933030,7092086,1465397
(주)클라우드에어,036170,2013/12,75788423,-201185,2905339
(주)클라우드에어,036170,2014/12,73979284,-406200,-933707
(주)클라우드에어,036170,2015/12,20574075,-16560583,1860377
(주)클라우드에어,036170,2016/12,16757319,2495978,2593358
(주)클라우드에어,036170,2017/12,15570249,584618,2881709
(주)클라우드에어,036170,2018/12,14190606,-2572776,1307041
(주)클라우드에어,036170,2019/12,13489259,-15283330,-970
(주)클라우드에어,036170,2020/12,13440967,-11582694,-496959
(주)클래시스,214150,2015/12,,,
(주)클래시스,214150,2016/12,,,
(주)클래시스,214150,2017/12,34629233,-5144060,10786229
(주)클래시스,214150,2018/12,46944935,14866192,17468589
(주)클래시스,214150,2019/12,80095778,33323310,41619213
(주)클래시스,214150,2020/12,75857104,38050187,40464839
(주)클루넷,067130,2011/12,16610386,-11516675,-8261859
(주)클리노믹스,352770,2019/12,3625200,-5573446,-4282931
(주)클리노믹스,352770,2020/12,8118776,-12107026,-11101070
(주)클리오,237880,2012/12,,,
(주)클리오,237880,2013/12,,,
(주)클리오,237880,2014/12,42493240,637942,684814
(주)클리오,237880,2015/12,106913767,17650919,22491235
(주)클리오,237880,2016/12,196437347,22780582,27931625
(주)클리오,237880,2017/12,190599980,9954738,12272250
(주)클리오,237880,2018/12,184440131,-5950146,3978695
(주)클리오,237880,2019/12,247598026,1657812,18813270
(주)클리오,237880,2020/12,211060694,11221531,6863041
(주)키다리스튜디오,020120,2011/12,4188072,-1748311,-1307215
(주)키다리스튜디오,020120,2012/12,9215652,-3042803,-3413562
(주)키다리스튜디오,020120,2013/12,22200002,685250,1026558
(주)키다리스튜디오,020120,2014/12,20010522,3148508,2000599
(주)키다리스튜디오,020120,2015/12,23289240,9193006,1008046
(주)키다리스튜디오,020120,2016/12,25254650,-6225442,234278
(주)키다리스튜디오,020120,2017/12,11903649,-2198731,-92954
(주)키다리스튜디오,020120,2018/12,19622961,150987,266948
(주)키다리스튜디오,020120,2019/12,25189266,339024,1007835
(주)키다리스튜디오,020120,2020/12,40440529,2164131,5382999
(주)키이스트,054780,2011/12,26141294,1796557,2157533
(주)키이스트,054780,2012/12,23894934,3326777,3344908
(주)키이스트,054780,2013/12,24170573,2965444,1092981
(주)키이스트,054780,2014/12,42979186,5058569,6286532
(주)키이스트,054780,2015/12,38041616,2886300,3560786
(주)키이스트,054780,2016/12,25549279,-2192770,802180
(주)키이스트,054780,2017/12,21429057,-1022067,-278424
(주)키이스트,054780,2018/12,15148220,-16736544,-2103444
(주)키이스트,054780,2019/12,29066328,-6183596,-1649906
(주)키이스트,054780,2020/12,47192564,8543019,1620485
(주)타이거일렉,219130,2011/12,,,
(주)타이거일렉,219130,2012/12,21097747,3756153,4123027
(주)타이거일렉,219130,2013/12,21508166,2112123,1961927
(주)타이거일렉,219130,2014/12,25327447,2693753,3282418
(주)타이거일렉,219130,2015/12,26115950,2451492,3132141
(주)타이거일렉,219130,2016/12,28000475,904878,1139125
(주)타이거일렉,219130,2017/12,33444169,3768651,4686833
(주)타이거일렉,219130,2018/12,33746373,2171811,2360780
(주)타이거일렉,219130,2019/12,35062583,1612870,1460861
(주)타이거일렉,219130,2020/12,43551647,4424869,5851407
(주)탑엔지니어링,065130,2011/12,143262276,11615347,11896308
(주)탑엔지니어링,065130,2012/12,63572185,2176107,5345160
(주)탑엔지니어링,065130,2013/12,71940348,6381436,3462119
(주)탑엔지니어링,065130,2014/12,95273334,2584838,2516424
(주)탑엔지니어링,065130,2015/12,128253671,11139876,16023795
(주)탑엔지니어링,065130,2016/12,150212268,10388684,18226058
(주)탑엔지니어링,065130,2017/12,151177787,12538305,9176592
(주)탑엔지니어링,065130,2018/12,194208042,14378958,16936618
(주)탑엔지니어링,065130,2019/12,216906563,41822087,24030398
(주)탑엔지니어링,065130,2020/12,155748839,-6520791,2472226
(주)탑코미디어,134580,2011/12,54446899,3707341,4275143
(주)탑코미디어,134580,2012/12,90299531,8142635,9146575
(주)탑코미디어,134580,2013/12,70893414,4841045,5226258
(주)탑코미디어,134580,2014/12,92578489,3792581,4187991
(주)탑코미디어,134580,2015/12,107808603,5393830,4590634
(주)탑코미디어,134580,2016/12,77287004,-5876268,-6390126
(주)탑코미디어,134580,2017/12,47048592,-10548632,-10649888
(주)탑코미디어,134580,2018/12,44502968,1046779,1802593
(주)탑코미디어,134580,2019/12,32429047,-4326467,-4476578
(주)탑코미디어,134580,2020/12,19966274,-4260168,-3473429
(주)태경비케이,014580,2011/12,128036408,10950579,10662128
(주)태경비케이,014580,2012/12,126234142,8709152,5908514
(주)태경비케이,014580,2013/12,125226073,6377813,8467699
(주)태경비케이,014580,2014/12,121842345,4565531,6515798
(주)태경비케이,014580,2015/12,113506581,2761915,5147417
(주)태경비케이,014580,2016/12,132974930,3287691,5779765
(주)태경비케이,014580,2017/12,163437678,5716938,5527572
(주)태경비케이,014580,2018/12,165264531,3623551,5609005
(주)태경비케이,014580,2019/12,144614854,1570203,2652170
(주)태경비케이,014580,2020/12,118285731,2709228,3070958
(주)태경피엔에스,235090,2014/12,,,
(주)태경피엔에스,235090,2015/12,,,
(주)태경피엔에스,235090,2016/12,,,
(주)태경피엔에스,235090,2017/12,,,
(주)태광,023160,2011/12,258887936,27564144,36908847
(주)태광,023160,2012/12,356879823,33191972,46051711
(주)태광,023160,2013/12,310840198,28533425,34836047
(주)태광,023160,2014/12,271572719,8839454,12102724
(주)태광,023160,2015/12,274492535,15861306,17890363
(주)태광,023160,2016/12,244778890,7920476,3664852
(주)태광,023160,2017/12,184151389,-16226021,4496693
(주)태광,023160,2018/12,158648382,10205256,4267098
(주)태광,023160,2019/12,189754435,7566236,3194433
(주)태광,023160,2020/12,188404258,-4752985,-2705439
(주)태성,323280,2019/12,,,
(주)태성,323280,2020/12,,,
(주)태양,053620,2011/12,168655995,7388029,9215619
(주)태양,053620,2012/12,187087106,7304666,7726755
(주)태양,053620,2013/12,205807347,7264277,9298359
(주)태양,053620,2014/12,206269770,7060036,8908801
(주)태양,053620,2015/12,144594329,2487923,1626662
(주)태양,053620,2016/12,147772079,11952919,18589359
(주)태양,053620,2017/12,157274649,7302342,14031945
(주)태양,053620,2018/12,136498964,1698788,-1440084
(주)태양,053620,2019/12,141559128,7254136,7040482
(주)태양,053620,2020/12,141028442,7159326,9226143
(주)태영건설,009410,2011/12,1656258525,18767050,65186898
(주)태영건설,009410,2012/12,1639160744,37508720,63891899
(주)태영건설,009410,2013/12,1493197330,-8243285,31769747
(주)태영건설,009410,2014/12,1109445110,-78951091,-33414425
(주)태영건설,009410,2015/12,1002428220,2508166,2519804
(주)태영건설,009410,2016/12,984553805,8698840,58181889
(주)태영건설,009410,2017/12,1490902224,59098825,212684039
(주)태영건설,009410,2018/12,1996049484,133887611,274983670
(주)태영건설,009410,2019/12,2175685521,115132526,271073134
(주)태영건설,009410,2020/12,2148138415,784633282,208404205
(주)태웅,044490,2011/12,480665365,15410814,19417760
(주)태웅,044490,2012/12,421515758,8304501,10283090
(주)태웅,044490,2013/12,410132757,5923904,10164319
(주)태웅,044490,2014/12,411545446,6989620,8306187
(주)태웅,044490,2015/12,365346871,7794879,6088240
(주)태웅,044490,2016/12,321984454,13969352,12935186
(주)태웅,044490,2017/12,304366834,-5959039,-4358336
(주)태웅,044490,2018/12,289546470,-32672540,-32031365
(주)태웅,044490,2019/12,374030762,-33804831,-30012424
(주)태웅,044490,2020/12,344403685,-93651459,1294023
(주)태웅로직스,124560,2011/12,,,
(주)태웅로직스,124560,2012/12,,,
(주)태웅로직스,124560,2013/12,,,
(주)태웅로직스,124560,2014/12,,,
(주)태웅로직스,124560,2015/12,,,
(주)태웅로직스,124560,2016/12,,,
(주)태웅로직스,124560,2017/12,230546794,1763281,5254460
(주)태웅로직스,124560,2018/12,229275409,6652407,10828125
(주)태웅로직스,124560,2019/12,273971524,7858538,13989061
(주)태웅로직스,124560,2020/12,306352757,7262717,13575289
(주)태창파로스,039850,2011/12,15475912,280698,616876
(주)태창파로스,039850,2012/12,14155322,-5044877,-2041223
(주)태창파로스,039850,2013/12,10559467,-7074866,-4206403
(주)태창파로스,039850,2014/12,8301314,-4943639,-1526274
(주)태평양제약,016570,2011/12,139514416,734222,5929540
(주)터보테크,032420,2011/12,4241989,-2561360,912678
(주)터보테크,032420,2012/12,6519564,-6889989,-4572619
(주)터보테크,032420,2013/12,2388297,-22742889,-2748477
(주)테라리소스,053320,2011/12,3914708,185993,201037
(주)테라리소스,053320,2012/12,8020490,-6120719,-2760411
(주)테라젠이텍스,066700,2011/12,65757218,-5648919,-4981017
(주)테라젠이텍스,066700,2012/12,48684609,-9030793,-7946418
(주)테라젠이텍스,066700,2013/12,56398910,1548324,2520091
(주)테라젠이텍스,066700,2014/12,52243893,1545086,1255916
(주)테라젠이텍스,066700,2015/12,59878782,-7536397,3319735
(주)테라젠이텍스,066700,2016/12,60237425,2296423,915977
(주)테라젠이텍스,066700,2017/12,66010923,1291311,-246259
(주)테라젠이텍스,066700,2018/12,62724135,-11435055,-5056348
(주)테라젠이텍스,066700,2019/12,65804560,41978811,846771
(주)테라젠이텍스,066700,2020/12,59296134,-6812839,-6545532
(주)테라텍,151750,2011/12,,,
(주)테라텍,151750,2012/12,,,
(주)테라텍,151750,2013/12,,,
(주)테라텍,151750,2014/12,,,
(주)테스,095610,2011/12,71144866,5452088,5300305
(주)테스,095610,2012/12,70350019,1591478,1266682
(주)테스,095610,2013/12,67053692,5015912,6283616
