회사명,거래소코드,회계년도,매출액(수익)(*)(IFRS연결),* (정상)영업손익(보고서기재)(IFRS연결),당기순이익(손실)(IFRS연결)
(주)웨이브일렉트로닉스,095270,2015/12,30577019,-4144556,-4095580
(주)웨이브일렉트로닉스,095270,2016/12,44710151,-3094837,-2955205
(주)웨이브일렉트로닉스,095270,2017/12,55318246,2115128,1023460
(주)웨이브일렉트로닉스,095270,2018/12,48067633,-8508027,-9429087
(주)웨이브일렉트로닉스,095270,2019/12,37284783,-24482038,-39360825
(주)웨이브일렉트로닉스,095270,2020/12,39794303,-13032287,-25336311
(주)웰크론,065950,2011/12,161245078,11739582,5450521
(주)웰크론,065950,2012/12,263923003,19975809,13493975
(주)웰크론,065950,2013/12,230138016,7857696,6376089
(주)웰크론,065950,2014/12,220876051,-3567991,-6471970
(주)웰크론,065950,2015/12,235451901,5694807,-1408978
(주)웰크론,065950,2016/12,251495030,267522,-2609063
(주)웰크론,065950,2017/12,378624679,3873019,-6412944
(주)웰크론,065950,2018/12,394766547,10101342,6473840
(주)웰크론,065950,2019/12,391915114,2837367,-23906881
(주)웰크론,065950,2020/12,330243506,19810673,9890565
(주)웰크론한텍,076080,2011/12,86306281,11047452,8775969
(주)웰크론한텍,076080,2012/12,182933390,19806741,15586740
(주)웰크론한텍,076080,2013/12,145759255,10604805,11313803
(주)웰크론한텍,076080,2014/12,129478444,-5954556,-5936108
(주)웰크론한텍,076080,2015/12,134879144,1860540,-2239547
(주)웰크론한텍,076080,2016/12,132335965,-1292245,-700560
(주)웰크론한텍,076080,2017/12,251911709,623399,-4990157
(주)웰크론한텍,076080,2018/12,264346513,3443401,242837
(주)웰크론한텍,076080,2019/12,270764971,-5771706,-20692317
(주)웰크론한텍,076080,2020/12,201096639,3696206,-62058
(주)웹솔루스,160350,2011/12,,,
(주)웹솔루스,160350,2012/12,,,
(주)웹솔루스,160350,2013/12,,,
(주)웹솔루스,160350,2014/12,24496622,-8596409,-7282543
(주)웹스,196700,2011/12,,,
(주)웹스,196700,2012/12,,,
(주)웹스,196700,2013/12,,,
(주)웹스,196700,2014/12,,,
(주)웹스,196700,2015/12,27765284,3326299,2677714
(주)웹스,196700,2016/12,27252214,1887551,1944606
(주)웹스,196700,2017/12,30683429,658290,-776437
(주)웹스,196700,2018/12,28446124,342988,-25099
(주)웹스,196700,2019/12,28492652,380344,-225863
(주)웹스,196700,2020/12,32564421,-16147,-834112
(주)웹젠,069080,2011/12,59199258,9487621,5440491
(주)웹젠,069080,2012/12,56675407,8535947,2404122
(주)웹젠,069080,2013/12,72078794,2774230,1804248
(주)웹젠,069080,2014/12,73471919,14226519,8413172
(주)웹젠,069080,2015/12,242221913,74719507,60235114
(주)웹젠,069080,2016/12,219993269,57183677,44875732
(주)웹젠,069080,2017/12,166267380,44008355,29962485
(주)웹젠,069080,2018/12,218877009,68862257,50125497
(주)웹젠,069080,2019/12,176051926,51786349,42171396
(주)웹젠,069080,2020/12,294091765,108261983,86256604
(주)위너지스,026260,2011/12,8754856,-2826457,-4189504
(주)위너지스,026260,2012/12,9158627,-3699782,-12929259
(주)위너지스,026260,2013/12,7703987,-430413,-2323724
(주)위너지스,026260,2014/12,6700191,-3605834,-7876608
(주)위너지스,026260,2015/12,24005559,-4608835,-21298754
(주)위너지스,026260,2016/12,30625156,-13169005,-49494136
(주)위너지스,026260,2017/12,11986799,-11742777,-12831458
(주)위노바,039790,2011/12,57270615,4189984,1910078
(주)위노바,039790,2012/12,41862122,-1899307,-3450554
(주)위노바,039790,2013/12,25026355,-9988331,-14192464
(주)위노바,039790,2014/12,18009945,-5539845,-12283503
(주)위노바,039790,2015/12,18045359,305818,1193257
(주)위노바,039790,2016/12,20362860,-2769139,-26487174
(주)위니아,071460,2011/12,,,
(주)위니아,071460,2012/12,339517341,18193366,12977808
(주)위니아,071460,2013/12,412696197,16837429,11118323
(주)위니아,071460,2014/12,382511074,-19643461,-17986268
(주)위니아,071460,2015/12,413943552,10176554,6981651
(주)위니아,071460,2016/12,445386596,6645764,1631931
(주)위니아,071460,2017/12,494925888,6719038,2230103
(주)위니아,071460,2018/12,557360715,-1220336,-13351583
(주)위니아,071460,2019/12,750478399,20645109,11060140
(주)위니아,071460,2020/12,875594204,49738324,30424355
(주)위니아에이드,377460,2016/12,,,
(주)위니아에이드,377460,2017/12,,,
(주)위니아에이드,377460,2018/12,,,
(주)위니아에이드,377460,2019/12,,,
(주)위니아에이드,377460,2020/12,,,
(주)위닉스,044340,2011/12,172979793,1049751,-6187426
(주)위닉스,044340,2012/12,192067141,3786649,5004928
(주)위닉스,044340,2013/12,257824756,20565431,15093404
(주)위닉스,044340,2014/12,263189134,9707420,5832737
(주)위닉스,044340,2015/12,197503707,-10754216,-17106049
(주)위닉스,044340,2016/12,213152600,2498618,-13883915
(주)위닉스,044340,2017/12,260728203,17280442,11319288
(주)위닉스,044340,2018/12,330556897,20571020,18876526
(주)위닉스,044340,2019/12,386234284,51392296,39862336
(주)위닉스,044340,2020/12,382343163,51957323,42415162
(주)위다스,056810,2011/12,11454706,-6086027,-6439792
(주)위다스,056810,2012/12,,,
(주)위드텍,348350,2011/12,,,
(주)위드텍,348350,2012/12,,,
(주)위드텍,348350,2013/12,,,
(주)위드텍,348350,2014/12,,,
(주)위드텍,348350,2015/12,,,
(주)위드텍,348350,2016/12,,,
(주)위드텍,348350,2017/12,,,
(주)위드텍,348350,2018/12,,,
(주)위드텍,348350,2019/12,58862419,12655214,11615080
(주)위드텍,348350,2020/12,55617176,8845591,8487689
(주)위메이드,112040,2011/12,115831673,19423559,26077738
(주)위메이드,112040,2012/12,119898037,-1973155,-7944638
(주)위메이드,112040,2013/12,227436863,12342019,12258996
(주)위메이드,112040,2014/12,162687308,-31458638,206304368
(주)위메이드,112040,2015/12,126588304,-11658667,-123916028
(주)위메이드,112040,2016/12,107978511,4130726,-73000609
(주)위메이드,112040,2017/12,109568499,5975220,-885023
(주)위메이드,112040,2018/12,127075870,-36162085,-48528176
(주)위메이드,112040,2019/12,113648124,-9330257,-28698789
(주)위메이드,112040,2020/12,126242138,-12838601,-18361927
(주)위메이드맥스,101730,2011/12,26615661,4077772,6019113
(주)위메이드맥스,101730,2012/12,27620276,-1621833,-4790971
(주)위메이드맥스,101730,2013/12,51447121,18103737,14640213
(주)위메이드맥스,101730,2014/12,30518476,-4712556,-3973314
(주)위메이드맥스,101730,2015/12,30254917,-7888979,-21269436
(주)위메이드맥스,101730,2016/12,31507434,-4050354,-1720481
(주)위메이드맥스,101730,2017/12,32167674,-8332096,-11950875
(주)위메이드맥스,101730,2018/12,28752747,-13202501,-41717459
(주)위메이드맥스,101730,2019/12,30487912,-10955552,-15993265
(주)위메이드맥스,101730,2020/12,37921103,-5176976,-10007970
(주)위메이드플레이,123420,2011/12,,,
(주)위메이드플레이,123420,2012/12,,,
(주)위메이드플레이,123420,2013/12,,,
(주)위메이드플레이,123420,2014/12,144095289,60991089,48298813
(주)위메이드플레이,123420,2015/12,79658464,25510448,20595771
(주)위메이드플레이,123420,2016/12,77291998,17423046,15613130
(주)위메이드플레이,123420,2017/12,72654464,12520686,14145326
(주)위메이드플레이,123420,2018/12,85986810,8557119,9921389
(주)위메이드플레이,123420,2019/12,84400907,2762398,2962423
(주)위메이드플레이,123420,2020/12,106203953,12984964,14643915
(주)위세아이텍,065370,2012/12,,,
(주)위세아이텍,065370,2013/12,,,
(주)위세아이텍,065370,2014/12,,,
(주)위세아이텍,065370,2015/12,,,
(주)위세아이텍,065370,2016/12,,,
(주)위세아이텍,065370,2017/12,,,
(주)위세아이텍,065370,2018/12,,,
(주)위세아이텍,065370,2019/12,,,
(주)위세아이텍,065370,2020/12,,,
(주)위스컴,024070,2011/12,182816404,10736030,9414839
(주)위스컴,024070,2012/12,165251052,7640412,7341199
(주)위스컴,024070,2013/12,150759826,6252990,4924304
(주)위스컴,024070,2014/12,142950589,5361956,5508890
(주)위스컴,024070,2015/12,141133193,2150383,2792667
(주)위스컴,024070,2016/12,134468635,1474039,1894355
(주)위스컴,024070,2017/12,116849879,335710,65046
(주)위스컴,024070,2018/12,111921029,-344658,1050474
(주)위스컴,024070,2019/12,115450067,827393,1076011
(주)위스컴,024070,2020/12,102450919,-1721061,-1001070
(주)위지윅스튜디오,299900,2016/12,,,
(주)위지윅스튜디오,299900,2017/12,,,
(주)위지윅스튜디오,299900,2018/12,,,
(주)위지윅스튜디오,299900,2019/12,46404117,6631459,6509732
(주)위지윅스튜디오,299900,2020/12,110194389,1849297,3186638
(주)위지트,036090,2011/12,,,
(주)위지트,036090,2012/12,,,
(주)위지트,036090,2013/12,,,
(주)위지트,036090,2014/12,,,
(주)위지트,036090,2015/12,32101126,3785240,3905980
(주)위지트,036090,2016/12,32216112,4053513,4226167
(주)위지트,036090,2017/12,39171022,4188701,4473890
(주)위지트,036090,2018/12,44761863,4885224,6377253
(주)위지트,036090,2019/12,31658926,-1057538,-5588828
(주)위지트,036090,2020/12,30057413,-1419923,7788440
(주)윈스,136540,2011/12,,,
(주)윈스,136540,2012/12,,,
(주)윈스,136540,2013/12,,,
(주)윈스,136540,2014/12,,,
(주)윈스,136540,2015/12,,,
(주)윈스,136540,2016/12,,,
(주)윈스,136540,2017/12,71987776,7460711,7720533
(주)윈스,136540,2018/12,70658809,10922393,11500957
(주)윈스,136540,2019/12,82104735,15393560,14983241
(주)윈스,136540,2020/12,93859709,18725372,18338257
(주)윈팩,097800,2011/12,,,
(주)윈팩,097800,2012/12,,,
(주)윈팩,097800,2013/12,,,
(주)윈팩,097800,2014/12,,,
(주)윈팩,097800,2015/12,,,
(주)윈팩,097800,2016/12,,,
(주)윈팩,097800,2017/12,,,
(주)윈팩,097800,2018/12,,,
(주)윈팩,097800,2019/12,,,
(주)윈팩,097800,2020/12,,,
(주)윈하이텍,192390,2011/12,,,
(주)윈하이텍,192390,2012/12,,,
(주)윈하이텍,192390,2013/12,,,
(주)윈하이텍,192390,2014/12,,,
(주)윈하이텍,192390,2015/12,,,
(주)윈하이텍,192390,2016/12,,,
(주)윈하이텍,192390,2017/12,,,
(주)윈하이텍,192390,2018/12,,,
(주)윈하이텍,192390,2019/12,84575176,-5308172,-7755469
(주)윈하이텍,192390,2020/12,75697119,-8212461,-1454733
(주)윌링스,313760,2011/12,,,
(주)윌링스,313760,2012/12,,,
(주)윌링스,313760,2013/12,,,
(주)윌링스,313760,2014/12,,,
(주)윌링스,313760,2015/12,,,
(주)윌링스,313760,2016/12,,,
(주)윌링스,313760,2017/12,,,
(주)윌링스,313760,2018/12,,,
(주)윌링스,313760,2019/12,,,
(주)윌링스,313760,2020/12,,,
(주)윌비스,008600,2011/12,250635815,8973445,2925476
(주)윌비스,008600,2012/12,248822775,-1932620,-6427064
(주)윌비스,008600,2013/12,241001663,8222019,-3345095
(주)윌비스,008600,2014/12,237848145,6859722,3098836
(주)윌비스,008600,2015/12,291716142,9829471,4191830
(주)윌비스,008600,2016/12,310849160,10144254,3965833
(주)윌비스,008600,2017/12,290966512,7002497,652300
(주)윌비스,008600,2018/12,277696610,3413680,-6621622
(주)윌비스,008600,2019/12,269623316,-19744323,-36493420
(주)윌비스,008600,2020/12,239612066,2385303,-2449013
(주)유니드,014830,2011/12,682723209,69889178,66262871
(주)유니드,014830,2012/12,648367611,28872377,4494518
(주)유니드,014830,2013/12,681887317,48573720,35924288
(주)유니드,014830,2014/12,669132585,63419148,45705263
(주)유니드,014830,2015/12,708217609,53065770,70874809
(주)유니드,014830,2016/12,740883521,68046618,48473432
(주)유니드,014830,2017/12,762387352,67090237,41086408
(주)유니드,014830,2018/12,814007810,80054814,35973646
(주)유니드,014830,2019/12,875163630,84757897,67465576
(주)유니드,014830,2020/12,890460359,96249279,76818319
(주)유니드코리아,110500,2011/12,17011290,992576,917485
(주)유니드코리아,110500,2012/12,20589042,-5501872,-5467195
(주)유니드코리아,110500,2013/12,21092414,-9583052,-17499404
(주)유니온,000910,2011/12,132491026,9802081,8413011
(주)유니온,000910,2012/12,125460028,4620426,5417483
(주)유니온,000910,2013/12,114320447,4441950,-3874879
(주)유니온,000910,2014/12,117862706,5050036,3682362
(주)유니온,000910,2015/12,100482100,312260,-3246313
(주)유니온,000910,2016/12,,,
(주)유니온,000910,2017/12,181139044,462111,1868853
(주)유니온,000910,2018/12,208863125,-716957,-60367216
(주)유니온,000910,2019/12,212431082,10890229,-12637322
(주)유니온,000910,2020/12,189192653,7813211,15437191
(주)유니온커뮤니티,203450,2011/12,,,
(주)유니온커뮤니티,203450,2012/12,,,
(주)유니온커뮤니티,203450,2013/12,,,
(주)유니온커뮤니티,203450,2014/12,32790968,540970,564986
(주)유니온커뮤니티,203450,2015/12,42764695,2030524,2257192
(주)유니온커뮤니티,203450,2016/12,40564137,5107559,5411393
(주)유니온커뮤니티,203450,2017/12,37341656,2235548,1800673
(주)유니온커뮤니티,203450,2018/12,35975303,3232604,3559060
(주)유니온커뮤니티,203450,2019/12,40989880,3482431,4091766
(주)유니온커뮤니티,203450,2020/12,43789956,2351311,2187257
(주)유니켐,011330,2011/12,,,
(주)유니켐,011330,2012/12,,,
(주)유니켐,011330,2013/12,,,
(주)유니켐,011330,2015/06,,,
(주)유니켐,011330,2016/12,,,
(주)유니켐,011330,2017/12,66051125,3636677,5871003
(주)유니켐,011330,2018/12,83645368,13175702,11708886
(주)유니켐,011330,2019/12,108791123,17925772,16186990
(주)유니켐,011330,2020/12,126248782,15329618,11193675
(주)유니크,011320,2011/12,182746376,6727685,4900985
(주)유니크,011320,2012/12,197712779,8598327,8439608
(주)유니크,011320,2013/12,216877411,16610466,15647656
(주)유니크,011320,2014/12,225797421,10026054,10101698
(주)유니크,011320,2015/12,230879238,6071884,7155737
(주)유니크,011320,2016/12,254677538,8857158,7854687
(주)유니크,011320,2017/12,235151805,4170918,3256249
(주)유니크,011320,2018/12,213103949,-15126,2293462
(주)유니크,011320,2019/12,224922213,3138146,4168285
(주)유니크,011320,2020/12,215588498,-1265722,-3923174
(주)유니테스트,086390,2011/12,51176521,10168635,8250359
(주)유니테스트,086390,2012/12,43467774,4620113,2363003
(주)유니테스트,086390,2013/12,16345834,-7671202,-8372651
(주)유니테스트,086390,2014/12,62545646,8227895,6467690
(주)유니테스트,086390,2015/12,133524349,30066056,25941062
(주)유니테스트,086390,2016/12,116771769,11579812,8227595
(주)유니테스트,086390,2017/12,168553717,32570784,24045718
(주)유니테스트,086390,2018/12,282306034,71483760,52483750
(주)유니테스트,086390,2019/12,198326410,29972326,25418564
(주)유니테스트,086390,2020/12,123472262,2678559,1228704
(주)유니테크노,241690,2011/12,,,
(주)유니테크노,241690,2012/12,,,
(주)유니테크노,241690,2013/12,,,
(주)유니테크노,241690,2014/12,34497597,2934358,2854979
(주)유니테크노,241690,2015/12,58425384,5345303,8009502
(주)유니테크노,241690,2016/12,68308924,12487072,10472545
(주)유니테크노,241690,2017/12,66136338,6903145,6202733
(주)유니테크노,241690,2018/12,66371152,6096182,5558480
(주)유니테크노,241690,2019/12,82053819,5974086,5546481
(주)유니테크노,241690,2020/12,75426976,6006945,9849055
(주)유니트론텍,142210,2011/12,,,
(주)유니트론텍,142210,2012/12,,,
(주)유니트론텍,142210,2013/12,,,
(주)유니트론텍,142210,2014/12,,,
(주)유니트론텍,142210,2015/12,92711040,8007035,6139010
(주)유니트론텍,142210,2016/12,148416765,8510873,7201365
(주)유니트론텍,142210,2017/12,177323688,5346483,3016089
(주)유니트론텍,142210,2018/12,234610659,6253144,5904318
(주)유니트론텍,142210,2019/12,283584884,10209219,2476430
(주)유니트론텍,142210,2020/12,291356357,6249230,520432
(주)유디피,091270,2011/12,,,
(주)유디피,091270,2012/12,,,
(주)유디피,091270,2013/12,,,
(주)유디피,091270,2014/12,,,
(주)유디피,091270,2015/12,,,
(주)유디피,091270,2016/12,23962424,-11823103,-24826817
(주)유디피,091270,2017/12,21875976,-5326652,-9382014
(주)유라테크,048430,2011/12,,,
(주)유라테크,048430,2012/12,142539767,11148661,12381519
(주)유라테크,048430,2013/12,162079331,9495818,14200209
(주)유라테크,048430,2014/12,171265021,8463637,16159251
(주)유라테크,048430,2015/12,190103313,8247025,11453775
(주)유라테크,048430,2016/12,211190391,9002102,9789315
(주)유라테크,048430,2017/12,193904099,1372164,3500864
(주)유라테크,048430,2018/12,198176562,434304,4479801
(주)유라테크,048430,2019/12,203475026,2232743,2313514
(주)유라테크,048430,2020/12,180401638,-2052450,4436628
(주)유바이오로직스,206650,2011/12,,,
(주)유바이오로직스,206650,2012/12,,,
(주)유바이오로직스,206650,2015/12,,,
(주)유바이오로직스,206650,2016/12,,,
(주)유바이오로직스,206650,2017/12,,,
(주)유바이오로직스,206650,2018/12,,,
(주)유바이오로직스,206650,2019/12,,,
(주)유바이오로직스,206650,2020/12,,,
(주)유비케어,032620,2011/12,56775825,3329565,3609202
(주)유비케어,032620,2012/12,65986227,559920,307812
(주)유비케어,032620,2013/12,67585947,362888,-4307609
(주)유비케어,032620,2014/12,65525486,4656454,-3003298
(주)유비케어,032620,2015/12,59431064,4533537,6206377
(주)유비케어,032620,2016/12,68244069,6339603,5068877
(주)유비케어,032620,2017/12,82091101,7507284,3540826
(주)유비케어,032620,2018/12,100415364,9158210,6088032
(주)유비케어,032620,2019/12,110852595,12354231,7334986
(주)유비케어,032620,2020/12,107818820,13409069,6848983
(주)유비쿼스,264450,2017/12,,,
(주)유비쿼스,264450,2018/12,,,
(주)유비쿼스,264450,2019/12,,,
(주)유비쿼스,264450,2020/12,,,
(주)유비쿼스홀딩스,078070,2011/12,73659400,13455205,15960036
(주)유비쿼스홀딩스,078070,2012/12,74822725,12272973,14952432
(주)유비쿼스홀딩스,078070,2013/12,118352628,20619369,21357305
(주)유비쿼스홀딩스,078070,2014/12,119854278,21391943,21222984
(주)유비쿼스홀딩스,078070,2015/12,162330626,29506190,29510236
(주)유비쿼스홀딩스,078070,2016/12,120672461,24293236,23925422
(주)유비쿼스홀딩스,078070,2017/12,7773042,1566269,96694232
(주)유비쿼스홀딩스,078070,2018/12,86222034,17421754,16668486
(주)유비쿼스홀딩스,078070,2019/12,112451243,13687851,13911861
(주)유비쿼스홀딩스,078070,2020/12,121381634,21631888,18971252
(주)유성티엔에스,024800,2011/12,398089052,9155600,1036517
(주)유성티엔에스,024800,2012/12,391463049,4320477,-3102351
(주)유성티엔에스,024800,2013/12,497021397,10740618,-1493888
(주)유성티엔에스,024800,2014/12,537704628,11690966,6372818
(주)유성티엔에스,024800,2015/12,517067187,12897392,6619531
(주)유성티엔에스,024800,2016/12,440738344,16139953,10955855
(주)유성티엔에스,024800,2017/12,433582956,13115090,12028448
(주)유성티엔에스,024800,2018/12,392983290,5584417,12160340
(주)유성티엔에스,024800,2019/12,358070006,7445658,21726157
(주)유성티엔에스,024800,2020/12,294093305,3533768,56432614
(주)유수홀딩스,000700,2011/12,,,
(주)유수홀딩스,000700,2012/12,,,
(주)유수홀딩스,000700,2013/12,10359499662,-206574746,-659051611
(주)유수홀딩스,000700,2014/12,480817790,37156125,-44544355
(주)유수홀딩스,000700,2015/12,516368008,67192446,47475305
(주)유수홀딩스,000700,2016/12,446966932,18434784,7248429
(주)유수홀딩스,000700,2017/12,433552429,57913544,22352355
(주)유수홀딩스,000700,2018/12,384328007,32609871,25230852
(주)유수홀딩스,000700,2019/12,366111472,-7814058,-2460450
(주)유수홀딩스,000700,2020/12,334813527,-15196368,62940465
(주)유신,054930,2011/12,,,
(주)유신,054930,2012/12,,,
(주)유신,054930,2013/12,,,
(주)유신,054930,2014/12,141009250,415662,-2942505
(주)유신,054930,2015/12,145658673,413882,1020221
(주)유신,054930,2016/12,,,
(주)유신,054930,2017/12,,,
(주)유신,054930,2018/12,,,
(주)유신,054930,2019/12,,,
(주)유신,054930,2020/12,,,
(주)유쎌,252370,2014/12,,,
(주)유쎌,252370,2015/12,,,
(주)유쎌,252370,2016/12,,,
(주)유쎌,252370,2017/12,,,
(주)유쎌,252370,2018/12,,,
(주)유씨아이,038340,2011/12,32380438,-595762,-38336734
(주)유씨아이,038340,2012/12,59329052,-1132687,-3903627
(주)유씨아이,038340,2013/12,135482264,-3410870,-7036866
(주)유씨아이,038340,2014/12,24706173,-3105956,-11777842
(주)유씨아이,038340,2015/12,13792580,-3706630,-6293399
(주)유씨아이,038340,2016/12,23179702,353876,-12044690
(주)유씨아이,038340,2017/12,19382735,-137790,-12992748
(주)유씨아이,038340,2018/12,19844787,288581,-906769
(주)유씨아이,038340,2019/12,18724543,-4646831,-8597032
(주)유씨아이,038340,2020/12,10992659,-13235261,-16098401
(주)유아이디,069330,2011/12,,,
(주)유아이디,069330,2012/12,,,
(주)유아이디,069330,2013/12,,,
(주)유아이디,069330,2014/12,,,
(주)유아이디,069330,2015/12,,,
(주)유아이디,069330,2016/12,,,
(주)유아이디,069330,2017/12,,,
(주)유아이디,069330,2018/12,,,
(주)유아이디,069330,2019/12,25786990,-5399927,-13772739
(주)유아이디,069330,2020/12,46610841,-2847819,-8742040
(주)유아이에너지,050050,2011/12,,,
(주)유에스티,263770,2017/12,,,
(주)유에스티,263770,2018/12,,,
(주)유에스티,263770,2019/12,,,
(주)유에스티,263770,2020/12,,,
(주)유에이블,071530,2011/12,8398981,803864,-463036
(주)유에이블,071530,2012/12,2942191,-2523726,-20022667
(주)유유제약,000220,2011/03,54585458,2751624,1123436
(주)유유제약,000220,2012/03,58798714,1819332,1908187
(주)유유제약,000220,2013/03,61984734,3719293,2985972
(주)유유제약,000220,2014/03,61994115,1755169,1931880
(주)유유제약,000220,2015/03,62816223,1370931,-7363351
(주)유유제약,000220,2016/03,69743375,1613761,-403695
(주)유유제약,000220,2017/03,71578932,3734924,6145574
(주)유유제약,000220,2018/12,83096445,5327413,4312110
(주)유유제약,000220,2019/12,90877644,8074727,5563343
(주)유유제약,000220,2020/12,98119846,6270927,2412605
(주)유일로보틱스,388720,2015/12,,,
(주)유일로보틱스,388720,2016/12,,,
(주)유일로보틱스,388720,2017/12,,,
(주)유일로보틱스,388720,2018/12,,,
(주)유일로보틱스,388720,2019/12,,,
(주)유일로보틱스,388720,2020/12,28808838,2705322,2482323
(주)유일엔시스,038720,2011/12,18619256,-7771122,-14466022
(주)유일엔시스,038720,2012/12,11007421,-3142602,-3462990
(주)유진로봇,056080,2011/12,,,
(주)유진로봇,056080,2012/12,,,
(주)유진로봇,056080,2013/12,,,
(주)유진로봇,056080,2014/12,36841448,396969,-240827
(주)유진로봇,056080,2015/12,42280717,374239,-1917881
(주)유진로봇,056080,2016/12,60281451,-481424,-3479984
(주)유진로봇,056080,2017/12,64954553,-1302264,-4065222
(주)유진로봇,056080,2018/12,81747626,-1529095,-2464413
(주)유진로봇,056080,2019/12,72699201,-15667455,-21414774
(주)유진로봇,056080,2020/12,57693783,-8812736,-10603425
(주)유진테크,084370,2011/12,130828711,32177278,25719036
(주)유진테크,084370,2012/12,168286582,52816726,50205722
(주)유진테크,084370,2013/12,106381051,30479188,37857818
(주)유진테크,084370,2014/12,78376293,12334161,14950938
(주)유진테크,084370,2015/12,94672563,18569982,20109057
(주)유진테크,084370,2016/12,141054669,36451059,31952314
(주)유진테크,084370,2017/12,130154065,25725536,27378454
(주)유진테크,084370,2018/12,220177524,40803249,20688886
(주)유진테크,084370,2019/12,205466890,23813958,10808361
(주)유진테크,084370,2020/12,202591825,22286445,9856634
(주)유테크,178780,2011/12,,,
(주)유테크,178780,2012/12,,,
(주)유테크,178780,2013/12,,,
(주)유테크,178780,2014/12,,,
(주)유테크,178780,2015/12,,,
(주)유테크,178780,2016/12,28350453,-10273128,-11407576
(주)유테크,178780,2017/12,31989693,-8804161,-18555067
(주)유테크,178780,2018/12,52577681,-11620146,-28755092
(주)유테크,178780,2019/12,43391257,-9007312,-5752290
(주)유테크,178780,2020/12,36531829,2044100,-9634497
(주)유티아이,179900,2013/12,,,
(주)유티아이,179900,2014/12,,,
(주)유티아이,179900,2015/12,,,
(주)유티아이,179900,2016/12,38881709,12284767,12848563
(주)유티아이,179900,2017/12,50909072,14753642,10779137
(주)유티아이,179900,2018/12,47977086,8046010,6449398
(주)유티아이,179900,2019/12,63087225,6335967,4917577
(주)유티아이,179900,2020/12,59605294,768679,550717
(주)유틸렉스,263050,2015/12,,,
(주)유틸렉스,263050,2016/12,,,
(주)유틸렉스,263050,2017/12,,,
(주)유틸렉스,263050,2018/12,402034,-13727827,-13233366
(주)유틸렉스,263050,2019/12,408878,-18335385,-17131242
(주)유틸렉스,263050,2020/12,2036292,-24888215,-28768241
(주)유한양행,000100,2011/12,679230982,49035879,94217471
(주)유한양행,000100,2012/12,776457613,34599050,80775749
(주)유한양행,000100,2013/12,943609131,61839790,86461208
(주)유한양행,000100,2014/12,1017491786,74393055,90947778
(주)유한양행,000100,2015/12,1128731292,85837374,126046995
(주)유한양행,000100,2016/12,1320797335,97793027,161248744
(주)유한양행,000100,2017/12,1462248030,88709620,109636659
(주)유한양행,000100,2018/12,1518822858,50126443,58334962
(주)유한양행,000100,2019/12,1480353607,12535759,36612326
(주)유한양행,000100,2020/12,1619865303,84255098,190401937
(주)육일씨엔에쓰,191410,2011/12,,,
(주)육일씨엔에쓰,191410,2012/12,,,
(주)육일씨엔에쓰,191410,2013/12,139808963,10388824,5536329
(주)육일씨엔에쓰,191410,2014/12,106907674,8147744,2790158
(주)육일씨엔에쓰,191410,2015/12,79452369,2310670,-524638
(주)육일씨엔에쓰,191410,2016/12,43222815,-12798405,-14828575
(주)육일씨엔에쓰,191410,2017/12,148342591,15564119,13646583
(주)육일씨엔에쓰,191410,2018/12,93418154,2736607,234291
(주)육일씨엔에쓰,191410,2019/12,61581944,-9153380,-7840469
(주)육일씨엔에쓰,191410,2020/12,76449801,-17231022,-21526422
(주)율호,072770,2011/12,8497399,5142646,3704768
(주)율호,072770,2012/12,5978343,1558432,183815
(주)율호,072770,2013/12,5809617,1073110,178612
(주)율호,072770,2014/12,42520354,691223,-426548
(주)율호,072770,2015/12,36508200,-332074,162081
(주)율호,072770,2016/12,60803796,1118715,1134129
(주)율호,072770,2017/12,56398147,-6863757,-7755796
(주)율호,072770,2018/12,,,
(주)율호,072770,2019/12,63739926,1588602,-887872
(주)율호,072770,2020/12,83182867,1545108,1088100
(주)이건홀딩스,039020,2011/12,159653496,5221611,-3943395
(주)이건홀딩스,039020,2012/12,175410708,3628884,-729914
(주)이건홀딩스,039020,2013/12,168511753,4369022,-1809796
(주)이건홀딩스,039020,2014/12,192008727,-4054420,-6790541
(주)이건홀딩스,039020,2015/12,160792987,-5843768,-7828936
(주)이건홀딩스,039020,2016/12,162587990,4319042,3868822
(주)이건홀딩스,039020,2017/12,206987239,6127811,2861769
(주)이건홀딩스,039020,2018/12,307715884,13146175,13493589
(주)이건홀딩스,039020,2019/12,470273924,16612893,4875863
(주)이건홀딩스,039020,2020/12,413511473,7513243,907685
(주)이글루코퍼레이션,067920,2011/12,,,
(주)이글루코퍼레이션,067920,2012/12,,,
(주)이글루코퍼레이션,067920,2013/12,,,
(주)이글루코퍼레이션,067920,2014/12,,,
(주)이글루코퍼레이션,067920,2015/12,54871573,-2774947,-3836740
(주)이글루코퍼레이션,067920,2016/12,58104577,2750677,3488445
(주)이글루코퍼레이션,067920,2017/12,60091644,3103172,4183121
(주)이글루코퍼레이션,067920,2018/12,64678925,2979122,8821861
(주)이글루코퍼레이션,067920,2019/12,75565878,1691971,1980544
(주)이글루코퍼레이션,067920,2020/12,81727315,4887245,4935763
(주)이글벳,044960,2011/12,,,
(주)이글벳,044960,2012/12,,,
(주)이글벳,044960,2013/12,,,
(주)이글벳,044960,2014/12,,,
(주)이글벳,044960,2015/12,,,
(주)이글벳,044960,2016/12,,,
(주)이글벳,044960,2017/12,,,
